FID,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,SHAPE_AREA,SHAPE_LEN,POSITIVI,DECEDUTI,TOTALE,Shape__Area,Shape__Length
784,846,03097011,BULCIAGO,LECCO,LC,LOMBARDIA,3108428.6732897,12202.6302320022,5,0,5,6388755.246582,17490.439422
785,847,03020025,GAZZUOLO,MANTOVA,MN,LOMBARDIA,22332166.1662908,24589.4487671765,7,1,8,44793045.697266,34830.832713
786,848,03016222,URGNANO,BERGAMO,BG,LOMBARDIA,14611327.3004804,19685.7625904951,43,22,65,29869983.918945,28143.168712
787,849,03097067,PERLEDO,LECCO,LC,LOMBARDIA,12155821.5265208,18711.0066206,22,1,23,25221409.513672,26954.851536
788,850,03015151,MOTTA VISCONTI,MILANO,MI,LOMBARDIA,10510750.575588,20061.4450142247,6,0,6,21247887.658691,28526.163311
789,851,03018067,GAMBARANA,PAVIA,PV,LOMBARDIA,11949182.573369,27309.7812552309,1,0,1,23950719.601563,38670.707548
790,852,03017125,ORZINUOVI,BRESCIA,BS,LOMBARDIA,48060193.0459855,55372.3703744163,133,46,179,97531417.518066,78892.410172
791,853,03018182,VOGHERA,PAVIA,PV,LOMBARDIA,63158340.5513609,48890.2828712463,162,59,221,126456074.776855,69203.775666
792,854,03016190,SAN PELLEGRINO TERME,BERGAMO,BG,LOMBARDIA,22693789.9146049,23491.5875653765,39,12,51,46784720.65332,33724.882077
793,855,03018099,MONTICELLI PAVESE,PAVIA,PV,LOMBARDIA,20254393.5487245,25074.5689308909,1,0,1,40696245.746094,35544.87896
794,856,03012075,GERENZANO,VARESE,VA,LOMBARDIA,9846232.88072392,21958.9319262153,11,0,11,20151848.26416,31410.481774
795,857,03016186,ROTA D`IMAGNA,BERGAMO,BG,LOMBARDIA,6049105.93842905,13436.112425843,5,2,7,12468741.653809,19293.606333
796,858,03013229,VALBRONA,COMO,CO,LOMBARDIA,13521610.5553244,19092.3376840646,4,0,4,27913647.703125,27433.644293
797,859,03016148,ONETA,BERGAMO,BG,LOMBARDIA,17964077.4275393,22810.1793030358,5,1,6,37070088.847168,32781.469621
798,860,03013003,ALBAVILLA,COMO,CO,LOMBARDIA,10505518.3279199,22526.3238888056,9,3,12,21634939.161133,32336.156319
799,861,03012065,DUMENZA,VARESE,VA,LOMBARDIA,18383622.3401907,24188.4766793655,2,0,2,38163794.607422,34853.862584
800,862,03018179,VILLANOVA D`ARDENGHI,PAVIA,PV,LOMBARDIA,6047878.08895101,12502.2260762698,1,1,2,12175896.913574,17746.773377
801,863,03108002,AICURZIO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,2468770.360868,11457.636789005,5,1,6,5054069.316406,16399.383613
802,864,03108001,AGRATE BRIANZA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,11253619.7514285,27718.3113526861,38,7,45,22983356.831543,39602.923334
803,865,03016020,BARIANO,BERGAMO,BG,LOMBARDIA,7143617.311372,13433.0050018657,19,5,24,14556781.20166,19182.484011
804,866,03016236,VIGANO SAN MARTINO,BERGAMO,BG,LOMBARDIA,3726109.81099113,9270.68025515072,8,0,8,7651439.595703,13280.712122
805,867,03012124,SUMIRAGO,VARESE,VA,LOMBARDIA,11490892.9496504,19816.9697452628,6,0,6,23604048.59668,28408.642937
806,868,03016198,SERIATE,BERGAMO,BG,LOMBARDIA,12670873.1917037,22407.720264278,171,46,217,25965270.35791,32084.128889
807,869,03097078,SUELLO,LECCO,LC,LOMBARDIA,2587382.36050904,9234.24322373837,22,4,26,5330356.957031,13254.850666
808,870,03018137,SAN MARTINO SICCOMARIO,PAVIA,PV,LOMBARDIA,14324447.676732,21550.6902417612,13,0,13,28831158.027832,30570.454329
809,871,03013147,MERONE,COMO,CO,LOMBARDIA,3302136.29490568,14486.0017816481,10,1,11,6794219.351074,20783.646757
810,872,03016067,CAZZANO SANT`ANDREA,BERGAMO,BG,LOMBARDIA,2422841.6501382,13684.5716402482,16,1,17,4989982.96875,19647.506585
811,873,03018094,MONTALTO PAVESE,PAVIA,PV,LOMBARDIA,19173092.731578,24378.2863599796,0,1,1,38346072.088867,34469.761951
812,874,03019016,CASALBUTTANO ED UNITI,CREMONA,CR,LOMBARDIA,23181695.376665,35732.3352378279,26,8,34,46799783.178711,50768.590486
813,875,03016140,MORENGO,BERGAMO,BG,LOMBARDIA,10022319.306488,16587.498362889,12,3,15,20442725.288086,23695.226356
814,876,03098028,GRAFFIGNANA,LODI,LO,LOMBARDIA,10750694.265871,19704.8861024406,8,1,9,21674415.618164,27984.321199
815,877,03013024,BIZZARONE,COMO,CO,LOMBARDIA,2808118.56632802,7559.81211142739,1,0,1,5788584.701172,10850.00374
816,878,03108018,CERIANO LAGHETTO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,7094466.1165224,13860.9713971469,6,0,6,14517291.964356,19815.400315
817,879,03015077,CINISELLO BALSAMO,MILANO,MI,LOMBARDIA,12695193.7825505,22064.4725981107,139,25,164,25911612.980957,31517.35909
818,880,03097003,ANNONE DI BRIANZA,LECCO,LC,LOMBARDIA,5923162.13505195,12677.5353273999,11,0,11,12195371.714844,18188.677779
819,883,03020046,QUINGENTOLE,MANTOVA,MN,LOMBARDIA,14102508.331814,22678.1918922136,2,0,2,28242678.891113,32091.859867
820,884,03016035,BRACCA,BERGAMO,BG,LOMBARDIA,5490420.61922696,10759.512735358,4,1,5,11310897.671387,15449.252968
821,885,03019043,FIESCO,CREMONA,CR,LOMBARDIA,8114262.105989,18152.188613966,12,0,12,16430804.649414,25834.059509
822,886,03017062,CORTE FRANCA,BRESCIA,BS,LOMBARDIA,14012241.993808,20918.7726632661,32,8,40,28670369.913086,29923.773248
823,887,03016063,CASTEL ROZZONE,BERGAMO,BG,LOMBARDIA,1691926.3882535,8087.25646064233,18,3,21,3452620.814941,11550.468014
824,888,03017163,RODENGO - SAIANO,BRESCIA,BS,LOMBARDIA,12850789.9353431,20435.3990803275,46,16,62,26257777.362793,29210.521684
825,889,03108007,BERNAREGGIO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,5889093.3411585,18544.8594675603,31,6,37,12058894.476074,26538.747328
826,890,03015086,CORMANO,MILANO,MI,LOMBARDIA,4457946.5094755,11138.7428788833,65,13,78,9094537.726074,15906.887185
827,896,03015168,PARABIAGO,MILANO,MI,LOMBARDIA,14109940.5970495,24566.2256324455,42,3,45,28791304.452148,35091.458227
828,897,03020031,MARCARIA,MANTOVA,MN,LOMBARDIA,89469448.3908166,58569.4592396138,15,2,17,179666516.645508,83004.405704
829,926,03016142,MOZZANICA,BERGAMO,BG,LOMBARDIA,9453266.83227901,22250.2264313896,13,4,17,19235026.757813,31757.869506
830,927,03016224,VALBREMBO,BERGAMO,BG,LOMBARDIA,3615908.75457298,9438.12729341769,30,7,37,7421766.770508,13518.00758
831,898,03017021,BORGOSATOLLO,BRESCIA,BS,LOMBARDIA,8375006.19893778,15863.4843013068,86,15,101,17042496.814941,22636.227623
832,899,03012092,LUINO,VARESE,VA,LOMBARDIA,20651944.8649852,24514.0230877904,6,0,6,42827716.027344,35305.203153
833,900,03015130,MAGENTA,MILANO,MI,LOMBARDIA,21837050.2018785,33695.1367382139,70,2,72,44407679.502441,48046.94393
834,902,03019073,PIERANICA,CREMONA,CR,LOMBARDIA,2756158.4455195,10890.5011575434,6,3,9,5599777.666992,15527.680873
835,903,03016152,OSIO SOPRA,BERGAMO,BG,LOMBARDIA,5142355.178052,12416.9239829396,26,6,32,10522277.062012,17752.62475
836,906,03019075,PIEVE SAN GIACOMO,CREMONA,CR,LOMBARDIA,14954279.8790266,23992.7944598758,9,2,11,30058896.223633,34013.199942
837,907,03014073,VALFURVA,SONDRIO,SO,LOMBARDIA,215170829.286719,70082.8807900265,14,1,15,452967330.253418,101664.201776
838,908,03015189,ROZZANO,MILANO,MI,LOMBARDIA,12273846.0390105,21563.7417139878,70,15,85,24898718.164063,30719.674448
839,909,03013245,VILLA GUARDIA,COMO,CO,LOMBARDIA,7831011.84799766,14615.4885542145,7,3,10,16107252.830566,20962.539141
840,910,03016158,PARRE,BERGAMO,BG,LOMBARDIA,22335748.1691019,23105.1431842643,24,4,28,46147853.538574,33216.285424
841,911,03016132,MAPELLO,BERGAMO,BG,LOMBARDIA,8655740.21647017,17171.7975806399,42,7,49,17759985.260254,24598.638932
842,913,03097068,PESCATE,LECCO,LC,LOMBARDIA,1973507.80819472,7448.78113053025,5,0,5,4067317.390137,10699.9087
843,914,03016076,CIVIDATE AL PIANO,BERGAMO,BG,LOMBARDIA,9946343.2944375,19528.6544821069,38,10,48,20290591.674805,27890.684483
844,915,03016016,AZZANO SAN PAOLO,BERGAMO,BG,LOMBARDIA,4253345.2350895,11345.5059922923,31,14,45,8711661.793945,16235.632135
845,917,03019005,BAGNOLO CREMASCO,CREMONA,CR,LOMBARDIA,10383290.740375,21731.0007248216,33,5,38,21048849.063965,30942.329375
846,918,03098004,BORGHETTO LODIGIANO,LODI,LO,LOMBARDIA,23525205.20849,34758.4155204232,47,14,61,47435114.197754,49356.29738
847,919,03019103,STAGNO LOMBARDO,CREMONA,CR,LOMBARDIA,39962445.8508925,34374.6716215374,10,7,17,80147664.749512,48689.367092
848,920,03018014,BEREGUARDO,PAVIA,PV,LOMBARDIA,17431150.843142,21523.2389132584,7,0,7,35200047.124023,30590.832714
849,922,03097046,MANDELLO DEL LARIO,LECCO,LC,LOMBARDIA,42442579.4389934,43636.8125292797,23,3,26,87768935.754395,62744.441912
850,923,03015173,PIEVE EMANUELE,MILANO,MI,LOMBARDIA,13058168.9613165,22407.8264251125,30,5,35,26460133.751953,31901.491851
851,924,03018145,SAN ZENONE AL PO,PAVIA,PV,LOMBARDIA,7074197.65301301,14710.9950472568,1,0,1,14214909.850586,20855.345918
852,925,03017114,MONTIRONE,BRESCIA,BS,LOMBARDIA,10531936.244718,16354.9393595021,43,12,55,21407138.958984,23323.97122
853,941,03018121,RETORBIDO,PAVIA,PV,LOMBARDIA,11563754.8536865,19186.0698401603,6,2,8,23104607.37207,27125.41496
854,942,03016115,GORLE,BERGAMO,BG,LOMBARDIA,2448590.42861677,8963.66340759102,40,10,50,5023076.676758,12841.834581
855,943,03097045,MALGRATE,LECCO,LC,LOMBARDIA,1857360.63926947,6623.33133013296,16,2,18,3830237.893066,9510.836325
856,944,03016118,GROMO,BERGAMO,BG,LOMBARDIA,19855103.1576656,26292.9143055735,13,4,17,41123941.47998,37832.331021
857,945,03016127,LOCATELLO,BERGAMO,BG,LOMBARDIA,3914971.9076944,11831.674859196,1,2,3,8071939.412598,16993.310077
858,947,03019095,SESTO ED UNITI,CREMONA,CR,LOMBARDIA,26443822.8295331,39259.1864087588,19,2,21,53261471.537109,55725.185712
859,948,03016048,CAMERATA CORNELLO,BERGAMO,BG,LOMBARDIA,12603591.2417347,16141.0128699824,3,2,5,26053801.408691,23211.918059
860,949,03020052,RONCOFERRARO,MANTOVA,MN,LOMBARDIA,63337946.7881461,46174.1550815294,5,0,5,127247617.099121,65447.854358
861,950,03014032,GORDONA,SONDRIO,SO,LOMBARDIA,63664202.9396052,42443.8659756432,9,1,10,133344277.654297,61429.934409
862,951,03013206,SAN FERMO DELLA BATTAGLIA,COMO,CO,LOMBARDIA,5832028.16765665,12765.7640500918,13,1,14,12010386.75,18318.272711
863,952,03016245,ZANICA,BERGAMO,BG,LOMBARDIA,15109698.5143389,21484.3373945821,38,16,54,30919857.743652,30731.220794
864,953,03016128,LOVERE,BERGAMO,BG,LOMBARDIA,6878081.28742448,14507.2399984655,39,7,46,14167971.126465,20829.063003
865,954,03015242,VIMODRONE,MILANO,MI,LOMBARDIA,4792571.72431651,14526.2124721595,34,9,43,9767258.133789,20733.741439
866,955,03016033,BOSSICO,BERGAMO,BG,LOMBARDIA,6414409.71408783,15903.0308378172,4,1,5,13222474.816895,22832.557237
867,956,03017020,BORGO SAN GIACOMO,BRESCIA,BS,LOMBARDIA,29286102.96936,35781.5251355835,65,14,79,59322921.980957,50923.278541
868,957,03097020,CERNUSCO LOMBARDONE,LECCO,LC,LOMBARDIA,3794797.58575807,12380.4338252768,22,2,24,7781993.813965,17732.953897
869,958,03097008,BELLANO,LECCO,LC,LOMBARDIA,22890633.1747173,26281.4302006927,20,3,23,47541742.200195,37874.435838
870,959,03014023,COLORINA,SONDRIO,SO,LOMBARDIA,17786371.5178608,19570.970631891,2,0,2,37065796.39209,28256.747813
871,960,03015226,TURBIGO,MILANO,MI,LOMBARDIA,8539199.00358151,15220.6168130499,9,1,10,17410192.955078,21736.240382
872,961,03019083,RIVAROLO DEL RE ED UNITI,CREMONA,CR,LOMBARDIA,27298580.5698544,27279.2926518087,8,2,10,54692195.836426,38595.391912
873,963,03098023,CORNOVECCHIO,LODI,LO,LOMBARDIA,6527503.3078355,13653.862126893,3,0,3,13130804.925293,19365.601781
874,964,03018191,CORNALE E BASTIDA,PAVIA,PV,LOMBARDIA,4283409.7415245,17362.8766345694,3,3,6,8587816.940918,24584.693366
875,965,03019052,GUSSOLA,CREMONA,CR,LOMBARDIA,25157465.2231976,29726.1123081785,12,2,14,50356195.875,42078.589084
876,966,03013036,CADORAGO,COMO,CO,LOMBARDIA,7159714.9169998,18654.6230926946,12,1,13,14698626.262695,26733.282428
877,967,03014029,FORCOLA,SONDRIO,SO,LOMBARDIA,15906404.7076227,23317.0823205018,2,0,2,33145351.158691,33660.777508
878,968,03016161,PEIA,BERGAMO,BG,LOMBARDIA,4455826.38558425,11376.2534017207,6,7,13,9170914.566406,16319.001294
879,970,03017159,QUINZANO D`OGLIO,BRESCIA,BS,LOMBARDIA,21430846.7274765,27789.9560937436,40,10,50,43359120.526855,39532.61169
880,971,03015055,CASARILE,MILANO,MI,LOMBARDIA,7293281.03479951,16126.6436451726,13,2,15,14759257.803711,22940.686471
881,972,03015012,BAREGGIO,MILANO,MI,LOMBARDIA,11249419.7885145,19749.9762079394,34,6,40,22893954.023438,28185.176399
882,975,03019114,VOLONGO,CREMONA,CR,LOMBARDIA,7993318.77369815,16259.0858808738,4,0,4,16110649.81543,23086.10885
883,977,03016114,GORLAGO,BERGAMO,BG,LOMBARDIA,5726423.76057599,19454.005040656,31,6,37,11734229.643555,27848.21507
884,978,03017204,VOBARNO,BRESCIA,BS,LOMBARDIA,53305318.7611356,38405.3267441529,27,3,30,109203301.805176,54976.023035
885,979,03017016,BERZO DEMO,BRESCIA,BS,LOMBARDIA,16052101.4907504,21376.1703572801,13,0,13,33399846.286133,30831.304134
886,981,03013145,MENAGGIO,COMO,CO,LOMBARDIA,10545504.2113263,18987.6928568438,8,1,9,21881246.615723,27346.350367
887,983,03017024,BOVEGNO,BRESCIA,BS,LOMBARDIA,47854225.6137233,44533.2066339028,4,1,5,98543221.983398,63911.256746
888,984,03012048,CAVARIA CON PREMEZZO,VARESE,VA,LOMBARDIA,3246298.3053635,10966.4438445929,5,0,5,6657839.675781,15702.190628
889,980,03017102,MANERBA DEL GARDA,BRESCIA,BS,LOMBARDIA,34950147.5174963,26363.8380072767,17,2,19,71291079.567383,37639.094641
890,982,03017045,CASTREZZATO,BRESCIA,BS,LOMBARDIA,13689018.500051,21061.1344743115,32,7,39,27888513.928223,30064.077105
891,985,03016178,RANICA,BERGAMO,BG,LOMBARDIA,4058010.43357739,12726.8258514615,36,11,47,8332485.84668,18242.27115
892,986,03017157,PROVAGLIO VAL SABBIA,BRESCIA,BS,LOMBARDIA,14902412.3184288,20204.1746624418,4,0,4,30547252.695313,28917.639312
893,988,03097016,CASATENOVO,LECCO,LC,LOMBARDIA,12647592.8620463,25154.3108941458,52,9,61,25928547.331543,36019.308265
894,989,03013121,LAMBRUGO,COMO,CO,LOMBARDIA,1792416.06451272,9947.89443596786,6,2,8,3684737.817871,14265.163008
895,990,03016028,BOLGARE,BERGAMO,BG,LOMBARDIA,8594702.6417145,17701.0049689317,39,9,48,17586736.890137,25329.300724
896,991,03016082,CORNA IMAGNA,BERGAMO,BG,LOMBARDIA,4411062.51954077,10513.0698542488,9,0,9,9091664.080566,15096.510446
897,992,03018131,ROVESCALA,PAVIA,PV,LOMBARDIA,8334820.2088205,14847.293766246,3,0,3,16687967.379395,21005.819176
898,993,03017118,NIARDO,BRESCIA,BS,LOMBARDIA,22180607.3613522,22748.9048646187,10,1,11,45911679.276367,32724.23304
899,994,03018122,RIVANAZZANO TERME,PAVIA,PV,LOMBARDIA,29229516.99968,33127.6759789819,16,2,18,58367725.117188,46809.013738
900,995,03013111,GRANDOLA ED UNITI,COMO,CO,LOMBARDIA,16787615.7598957,33198.1219838047,1,1,2,34863313.067383,47853.304477
901,996,03014040,MAZZO DI VALTELLINA,SONDRIO,SO,LOMBARDIA,15427278.8365643,26937.8892908457,1,0,1,32282179.068848,38950.13951
902,997,03017076,GARGNANO,BRESCIA,BS,LOMBARDIA,76472668.7561325,43371.7793613312,8,0,8,156848223.598145,62097.931295
903,998,03019030,CICOGNOLO,CREMONA,CR,LOMBARDIA,6953524.91864351,18598.7527603549,12,0,12,13994771.987305,26380.909755
904,999,03015026,BOFFALORA SOPRA TICINO,MILANO,MI,LOMBARDIA,7460693.52631152,20856.3779609301,5,2,7,15175240.416016,29746.568377
905,1000,03013138,LURATE CACCIVIO,COMO,CO,LOMBARDIA,6000239.15552822,13613.0298135089,3,1,4,12337764.711914,19525.637389
906,1001,03016121,ISOLA DI FONDRA,BERGAMO,BG,LOMBARDIA,12650537.8317935,17864.5641627765,1,0,1,26206461.428711,25702.52611
907,1002,03016005,ALME`,BERGAMO,BG,LOMBARDIA,1976366.36804584,6390.82339952216,31,13,44,4059600.89502,9157.224925
908,1003,03018089,MENCONICO,PAVIA,PV,LOMBARDIA,28421377.7545575,23579.898298474,1,0,1,56496500.895508,33236.606087
909,928,03017127,OSPITALETTO,BRESCIA,BS,LOMBARDIA,9275587.59508733,16695.5251143381,82,19,101,18924876.134766,23841.33322
910,929,03019107,TORRE DE` PICENARDI,CREMONA,CR,LOMBARDIA,34178932.4940117,35460.2548765134,5,1,6,68706242.642578,50282.73265
911,931,03015178,POZZUOLO MARTESANA,MILANO,MI,LOMBARDIA,12332929.2405,22462.0381299231,21,5,26,25131426.649414,32064.975671
912,932,03020064,SUSTINENTE,MANTOVA,MN,LOMBARDIA,26812074.8568449,31052.233746923,1,0,1,53784039.084473,43980.397471
913,933,03017198,VEZZA D`OGLIO,BRESCIA,BS,LOMBARDIA,54061338.9108143,43146.3809344867,7,2,9,113152527.67334,62443.031541
914,934,03097058,OLGIATE MOLGORA,LECCO,LC,LOMBARDIA,7140730.74425755,21736.1762297139,18,4,22,14664099.736816,31154.192263
915,935,03016013,ARZAGO D`ADDA,BERGAMO,BG,LOMBARDIA,9438752.6689965,13744.9303900054,10,0,10,19207763.205078,19607.003445
916,936,03097047,MARGNO,LECCO,LC,LOMBARDIA,3627985.55961237,10968.8068193947,1,0,1,7530544.54834,15798.470212
917,937,03017071,FIESSE,BRESCIA,BS,LOMBARDIA,16114928.1582367,23414.0333067776,10,1,11,32504822.825684,33251.669604
918,938,03016252,SANT`OMOBONO TERME,BERGAMO,BG,LOMBARDIA,16164056.5214134,25424.5461337117,12,7,19,33296979.776855,36492.37808
919,939,03016125,LENNA,BERGAMO,BG,LOMBARDIA,12978648.1596536,21455.3565227523,7,1,8,26845418.490723,30856.469629
920,940,03098015,CASTIRAGA VIDARDO,LODI,LO,LOMBARDIA,5264781.318041,17070.8682295802,5,0,5,10635243.702148,24264.051175
921,1122,03019049,GOMBITO,CREMONA,CR,LOMBARDIA,8975938.93015601,16937.3176976517,7,0,7,18124850.291016,24063.998421
922,1123,03018008,BARBIANELLO,PAVIA,PV,LOMBARDIA,11897191.8764595,28883.4918474617,3,2,5,23876588.996582,40925.867307
923,1125,03015220,TREZZANO SUL NAVIGLIO,MILANO,MI,LOMBARDIA,10804791.646358,19892.953645991,28,3,31,21947252.327148,28355.116015
924,1127,03018069,GARLASCO,PAVIA,PV,LOMBARDIA,39030897.9559495,43406.7779998547,25,5,30,78681002.730469,61627.997148
925,1128,03016062,CASTELLI CALEPIO,BERGAMO,BG,LOMBARDIA,9846386.92766097,20794.5406524989,50,30,80,20149522.902344,29759.004322
926,1130,03016120,GRUMELLO DEL MONTE,BERGAMO,BG,LOMBARDIA,10099537.1199447,17267.1477002503,53,11,64,20670840.713379,24717.136574
927,1131,03013095,ERBA,COMO,CO,LOMBARDIA,17821891.3223375,29614.6511681816,39,3,42,36705988.095215,42507.754857
928,1132,03016202,SORISOLE,BERGAMO,BG,LOMBARDIA,12393573.6445679,20587.9029498771,41,13,54,25469112.773926,29511.461375
929,1133,03016004,ALBINO,BERGAMO,BG,LOMBARDIA,31648474.1893137,32042.5540462997,141,55,196,65052456.522949,45938.144229
930,1134,03017055,CIVIDATE CAMUNO,BRESCIA,BS,LOMBARDIA,3292536.617263,9708.22064225127,15,2,17,6810642.689453,13960.021784
931,1135,03018124,ROBECCO PAVESE,PAVIA,PV,LOMBARDIA,6884623.08716801,15734.2667375449,4,0,4,13803899.067383,22292.693681
932,1136,03015249,VANZAGHELLO,MILANO,MI,LOMBARDIA,5541130.33817251,15406.7165225533,3,1,4,11319648.618164,22028.697707
933,1137,03016079,COLOGNO AL SERIO,BERGAMO,BG,LOMBARDIA,18005407.250925,20665.3439869488,44,11,55,36767640.337402,29534.919725
934,1244,03015044,CAMBIAGO,MILANO,MI,LOMBARDIA,7311689.3111145,18029.7769637532,14,0,14,14930929.574219,25757.793753
935,1245,03016220,TREVIOLO,BERGAMO,BG,LOMBARDIA,8672727.08456649,17184.8848093797,80,13,93,17771926.67041,24602.395515
936,1349,03018165,TROVO,PAVIA,PV,LOMBARDIA,8166941.4456315,18839.3070442902,1,0,1,16512199.222168,26786.725934
937,1351,03012011,BESANO,VARESE,VA,LOMBARDIA,3499611.01837376,12479.1024595785,1,0,1,7227734.330078,17938.94095
938,1352,03016233,VERDELLO,BERGAMO,BG,LOMBARDIA,7399018.05135699,14671.0979206704,45,9,54,15124951.629883,20978.614613
939,1353,03017068,EDOLO,BRESCIA,BS,LOMBARDIA,89051245.8498256,65931.3949983644,28,3,31,185810889.691406,95194.675601
940,1354,03017010,BAGOLINO,BRESCIA,BS,LOMBARDIA,109796575.365116,60602.136415226,11,1,12,226416500.879883,87024.323606
941,1355,03013126,LEZZENO,COMO,CO,LOMBARDIA,20592845.4719662,20362.9551937234,3,0,3,42610493.648438,29285.690201
942,1392,03013186,POGNANA LARIO,COMO,CO,LOMBARDIA,5000794.11378589,10406.3328837848,2,0,2,10325582.658691,14952.842917
943,1393,03108036,ORNAGO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,5782986.41762658,17517.4245337536,13,1,14,11820581.652832,25038.504966
944,1394,03015222,TRIBIANO,MILANO,MI,LOMBARDIA,6966474.136558,14392.3545774533,13,2,15,14141963.401856,20511.952369
945,1395,03012063,CUVIO,VARESE,VA,LOMBARDIA,5865385.08777931,15574.8747645682,1,0,1,12113213.52002,22382.698238
946,1396,03019031,CINGIA DE` BOTTI,CREMONA,CR,LOMBARDIA,14373945.9602174,21271.6110957023,7,0,7,28844429.79834,30135.626548
947,1397,03015002,ABBIATEGRASSO,MILANO,MI,LOMBARDIA,46764839.665261,50309.2242213226,56,14,70,94862533.825684,71648.808201
948,1398,03013035,CABIATE,COMO,CO,LOMBARDIA,3223743.62534912,11452.4132597027,6,0,6,6607446.541016,16398.343036
949,1399,03019003,ANNICCO,CREMONA,CR,LOMBARDIA,19229788.0776916,28313.7385354865,20,7,27,38826283.306152,40234.712461
950,1400,03015112,GUDO VISCONTI,MILANO,MI,LOMBARDIA,5986285.3263445,20337.6339263643,0,1,1,12141026.291504,28960.915294
951,1401,03016077,CLUSONE,BERGAMO,BG,LOMBARDIA,25935535.03611,23571.3937090259,84,24,108,53527572.86084,33867.65275
952,1403,03097050,MOGGIO,LECCO,LC,LOMBARDIA,13502374.0538283,26795.9253473727,1,0,1,27913246.148926,38528.278517
953,1405,03013089,DOMASO,COMO,CO,LOMBARDIA,8267097.30682861,16494.4824653622,3,0,3,17234214.687988,23813.730139
954,1406,03097021,CESANA BRIANZA,LECCO,LC,LOMBARDIA,3369649.35485194,12853.0434519463,16,8,24,6941700.347656,18454.447289
955,1246,03015007,ARCONATE,MILANO,MI,LOMBARDIA,8350323.37361506,19393.7229311677,7,1,8,17033220.711426,27700.14915
956,1247,03012032,CARDANO AL CAMPO,VARESE,VA,LOMBARDIA,9411877.79944651,16172.7855233043,11,2,13,19269930.017578,23133.207661
957,1248,03097069,PREMANA,LECCO,LC,LOMBARDIA,33478340.1466508,32361.2393210014,12,0,12,69549650.70752,46637.67507
958,1250,03016143,MOZZO,BERGAMO,BG,LOMBARDIA,3733787.2400281,8797.95201186453,47,11,58,7659700.797852,12594.869613
959,1251,03018054,CORANA,PAVIA,PV,LOMBARDIA,13037449.8810255,27845.8306453497,1,0,1,26156922.672363,39441.960448
960,1253,03018050,CILAVEGNA,PAVIA,PV,LOMBARDIA,18049622.6080165,22077.5478912839,14,1,15,36515914.849121,31399.196327
961,1254,03013255,SOLBIATE CON CAGNO,COMO,CO,LOMBARDIA,7671340.3909635,13842.3411682644,2,1,3,15793511.73584,19864.63394
962,1255,03016168,PONTE NOSSA,BERGAMO,BG,LOMBARDIA,5870594.48488859,11744.7075552931,19,3,22,12110523.788574,16869.114175
963,1256,03014078,VILLA DI TIRANO,SONDRIO,SO,LOMBARDIA,24593512.6132516,29148.1843541406,6,5,11,51331577.200195,42113.428385
964,1257,03016100,FIORANO AL SERIO,BERGAMO,BG,LOMBARDIA,1080515.45296567,7110.53267105674,22,12,34,2224494.736816,10202.65047
965,1356,03108038,RONCO BRIANTINO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,3002546.981916,10078.091964914,14,2,16,6151862.054199,14427.14075
966,1357,03016126,LEVATE,BERGAMO,BG,LOMBARDIA,5448772.18013,12678.3648304669,15,9,24,11148049.68457,18138.366894
967,1358,03020063,SOLFERINO,MANTOVA,MN,LOMBARDIA,13004298.9488464,15720.7426003836,5,1,6,26357282.701172,22390.363077
968,1360,03017205,ZONE,BRESCIA,BS,LOMBARDIA,19564513.5601292,20411.448802912,4,1,5,40211371.137695,29256.712034
969,1362,03018076,GROPELLO CAIROLI,PAVIA,PV,LOMBARDIA,26258511.519873,32860.4464807455,12,6,18,52878737.621094,46633.164811
970,1363,03017061,CONCESIO,BRESCIA,BS,LOMBARDIA,19122338.1473436,23348.7320889705,93,13,106,39096305.222656,33386.849519
971,1402,03019057,MARTIGNANA DI PO,CREMONA,CR,LOMBARDIA,14466694.7064312,26062.2601968919,14,1,15,28954827.67334,36891.840418
972,1404,03019020,CASALETTO VAPRIO,CREMONA,CR,LOMBARDIA,5448161.7455205,13603.8183400832,22,4,26,11061711.530273,19386.596529
973,1408,03019060,MOSCAZZANO,CREMONA,CR,LOMBARDIA,7963143.78520901,16973.4612310261,5,1,6,16100666.719727,24146.145382
974,1409,03097084,VARENNA,LECCO,LC,LOMBARDIA,12424741.9875923,17373.6509803655,1,0,1,25753126.541992,25021.468707
975,1410,03012047,CASTRONNO,VARESE,VA,LOMBARDIA,3745757.55870801,10206.7993317161,4,0,4,7698489.434082,14634.630943
976,1411,03017122,OFFLAGA,BRESCIA,BS,LOMBARDIA,22945716.1281552,32006.0180313946,28,4,32,46537368.625488,45580.019401
977,1412,03018105,OLIVA GESSI,PAVIA,PV,LOMBARDIA,3918346.1078855,10308.695411595,0,1,1,7843280.602051,14582.520965
978,1413,03017160,REMEDELLO,BRESCIA,BS,LOMBARDIA,21371175.0527383,24631.4177960596,23,2,25,43175580.561035,35017.397111
979,1258,03013135,LUISAGO,COMO,CO,LOMBARDIA,2102006.14385102,9087.46627582449,1,0,1,4321423.212402,13032.647485
