FID,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,SHAPE_AREA,SHAPE_LEN,POSITIVI,DECEDUTI,TOTALE,Shape__Area,Shape__Length
196,222,03015206,SENAGO,MILANO,MI,LOMBARDIA,8581868.68250551,16920.9586115519,29,5,34,17526115.109375,24172.98064
197,223,03012138,VERGIATE,VARESE,VA,LOMBARDIA,21654786.6195578,26598.0231265142,8,1,9,44472233.245605,38126.451484
198,225,03013075,COMO,COMO,CO,LOMBARDIA,37265046.7345753,48788.3107913612,133,27,160,76730383.527832,70005.758657
199,227,03012025,BUGUGGIATE,VARESE,VA,LOMBARDIA,2602205.38931795,10420.0470959247,1,0,1,5354199.884277,14951.205432
200,228,03016040,BRIGNANO GERA D`ADDA,BERGAMO,BG,LOMBARDIA,12017739.830267,17700.3245473922,27,7,34,24519260.942871,25273.896148
201,229,03016029,BOLTIERE,BERGAMO,BG,LOMBARDIA,4137886.397213,10379.781038391,22,9,31,8457697.198242,14838.652515
202,230,03019078,QUINTANO,CREMONA,CR,LOMBARDIA,2837303.9044345,10577.2860876756,9,1,10,5763074.671387,15075.320391
203,231,03012074,GEMONIO,VARESE,VA,LOMBARDIA,3681499.2371267,10308.1560071207,1,0,1,7601382.291016,14808.258828
204,232,03020001,ACQUANEGRA SUL CHIESE,MANTOVA,MN,LOMBARDIA,28307485.0020048,37350.9464797084,13,1,14,56952865.176758,52976.087877
205,233,03018071,GERENZAGO,PAVIA,PV,LOMBARDIA,5407244.8298385,18585.7658337474,6,0,6,10898534.07959,26384.520623
206,234,03015014,BASIANO,MILANO,MI,LOMBARDIA,4584003.632803,14863.6071023672,10,2,12,9363690.71875,21242.429317
207,235,03015078,CISLIANO,MILANO,MI,LOMBARDIA,14670064.8159925,27511.861120082,7,1,8,29817792.291504,39232.014547
208,236,03017065,DARFO BOARIO TERME,BRESCIA,BS,LOMBARDIA,36256517.3518307,41052.5478577788,97,11,108,74858486.54541,58981.667669
209,237,03012004,ARCISATE,VARESE,VA,LOMBARDIA,12109243.4140389,22386.4543452106,9,0,9,24978780.263672,32162.609673
210,174,03013114,GUANZATE,COMO,CO,LOMBARDIA,7011407.46621359,13181.0844596739,4,0,4,14396727.634766,18891.541502
211,175,03016101,FONTANELLA,BERGAMO,BG,LOMBARDIA,17933962.951542,26321.14989057,17,5,22,36468913.769531,37541.904898
212,176,03097036,GALBIATE,LECCO,LC,LOMBARDIA,15925495.2906003,28519.9872425094,38,8,46,32800511.327148,40939.62624
213,178,03015108,GORGONZOLA,MILANO,MI,LOMBARDIA,10668867.545859,20028.3204455171,49,5,54,21754006.154785,28596.401266
214,179,03018024,BRONI,PAVIA,PV,LOMBARDIA,20955111.6410875,38006.8114779206,35,12,47,42047136.323242,53847.697996
215,239,03016242,VILLONGO,BERGAMO,BG,LOMBARDIA,5928497.60008249,12831.8245905646,33,8,41,12149077.323242,18369.940539
216,240,03097009,BOSISIO PARINI,LECCO,LC,LOMBARDIA,6606183.70541938,13948.7375900284,8,1,9,13599550.615723,20015.798632
217,268,03017120,NUVOLERA,BRESCIA,BS,LOMBARDIA,13290399.14569,20539.6865297933,16,0,16,27096876.744141,29337.47702
218,269,03016098,FILAGO,BERGAMO,BG,LOMBARDIA,5430581.2788495,14238.4281246859,18,4,22,11113319.777344,20374.402199
219,272,03012137,VENEGONO SUPERIORE,VARESE,VA,LOMBARDIA,6909214.73898658,13403.3426737354,2,1,3,14200839.94043,19216.625606
220,273,03015250,BARANZATE,MILANO,MI,LOMBARDIA,2784190.4759985,9308.62418353171,17,1,18,5676938.291992,13291.86916
221,274,03016209,SUISIO,BERGAMO,BG,LOMBARDIA,4719847.52837458,10848.2456185066,23,5,28,9667029.734375,15522.227484
222,275,03015157,NOVATE MILANESE,MILANO,MI,LOMBARDIA,5458532.2384465,15144.8030853673,56,3,59,11131178.504395,21627.571721
223,276,03016051,CAPRIATE SAN GERVASIO,BERGAMO,BG,LOMBARDIA,5930498.47746596,17863.6348112385,52,13,65,12128035.685059,25557.315445
224,277,03013087,DIZZASCO,COMO,CO,LOMBARDIA,3561652.74383816,10817.6113626384,1,1,2,7371429.320801,15559.290017
225,241,03017192,URAGO D`OGLIO,BRESCIA,BS,LOMBARDIA,10552985.8891001,21597.8039272505,21,5,26,21507919.141113,30831.230268
226,242,03017013,BASSANO BRESCIANO,BRESCIA,BS,LOMBARDIA,9590315.81992099,17032.5097789416,16,2,18,19410702.724121,24239.570916
227,243,03017079,GIANICO,BRESCIA,BS,LOMBARDIA,13230305.028023,27389.2216538393,20,5,25,27285799.676758,39320.725565
228,244,03018192,CORTEOLONA E GENZONE,PAVIA,PV,LOMBARDIA,14078204.694082,24511.996111945,4,1,5,28342752.925781,34781.352341
229,245,03015210,SETTALA,MILANO,MI,LOMBARDIA,17464534.2192925,27695.4120465828,14,1,15,35515050.643066,39507.009642
230,246,03017004,ALFIANELLO,BRESCIA,BS,LOMBARDIA,13669716.3459745,22145.9665045022,25,4,29,27611232.694336,31481.731905
231,247,03016204,SOVERE,BERGAMO,BG,LOMBARDIA,18427695.3467449,23264.1471041075,27,7,34,37963992.233887,33386.241119
232,248,03017173,SAN ZENO NAVIGLIO,BRESCIA,BS,LOMBARDIA,6185314.40194592,14617.6938858189,22,4,26,12590392.29541,20859.581078
233,249,03016175,PREMOLO,BERGAMO,BG,LOMBARDIA,17877826.9207407,23080.2901769194,10,3,13,36930634.897461,33187.504239
234,251,03017002,ADRO,BRESCIA,BS,LOMBARDIA,14298754.599007,24079.5566587391,30,10,40,29245115.955566,34437.229446
235,252,03018085,MAGHERNO,PAVIA,PV,LOMBARDIA,5093637.1563955,13783.7879240539,2,3,5,10273656.092773,19576.375211
236,253,03020041,PIUBEGA,MANTOVA,MN,LOMBARDIA,16411482.0505106,20624.298617013,5,2,7,33090001.098633,29288.940005
237,254,03013239,VERCANA,COMO,CO,LOMBARDIA,14614620.4332204,25702.022451972,1,0,1,30511982.945313,37154.090121
238,255,03018117,PONTE NIZZA,PAVIA,PV,LOMBARDIA,23079060.4457434,30595.4161691844,9,1,10,45964357.58252,43178.610939
239,256,03015146,MILANO,MILANO,MI,LOMBARDIA,181786081.875464,106435.432122774,3076,330,3406,369872787.320801,151840.768383
240,258,03017064,CORZANO,BRESCIA,BS,LOMBARDIA,12242965.4721695,27106.5334166182,20,2,22,24880821.249023,38649.738516
241,259,03018039,CASTELLO D`AGOGNA,PAVIA,PV,LOMBARDIA,10619485.898956,18674.9062839067,1,0,1,21427852.754883,26529.05451
242,260,03016183,ROMANO DI LOMBARDIA,BERGAMO,BG,LOMBARDIA,18998492.618458,22986.7396221869,98,36,134,38725735.283203,32818.310997
243,263,03019013,CAPPELLA CANTONE,CREMONA,CR,LOMBARDIA,13193651.4611862,31984.8901189106,7,2,9,26632523.225098,45445.535189
244,264,03098038,MELETI,LODI,LO,LOMBARDIA,7368817.22254549,16217.5870691531,11,4,15,14814442.023438,23001.821563
245,265,03016166,PIAZZOLO,BERGAMO,BG,LOMBARDIA,3441992.82537542,8657.56779811429,0,1,1,7130273.714355,12458.433218
246,270,03017199,VILLA CARCINA,BRESCIA,BS,LOMBARDIA,14425185.9140389,18642.9017070411,63,5,68,29519176.35791,26670.657368
247,271,03013228,UGGIATE - TREVANO,COMO,CO,LOMBARDIA,5836388.79394197,14959.9008909302,2,1,3,12025510.11084,21475.068257
248,266,03017060,COMEZZANO - CIZZAGO,BRESCIA,BS,LOMBARDIA,15625876.1150395,26776.915074836,21,3,24,31790061.34668,38202.098589
249,267,03019037,CREMOSANO,CREMONA,CR,LOMBARDIA,5784917.40645001,12840.531484985,8,4,12,11736777.688477,18292.824421
250,288,03015194,SAN GIORGIO SU LEGNANO,MILANO,MI,LOMBARDIA,2199415.481195,9766.41815095917,9,2,11,4491259.744629,13955.612348
251,291,03015040,BUSSERO,MILANO,MI,LOMBARDIA,4563710.051943,12151.8213019789,14,2,16,9307772.145996,17354.854888
252,294,03012054,COMABBIO,VARESE,VA,LOMBARDIA,4859799.69163962,12839.4423461686,1,0,1,9995024.519043,18416.549002
253,296,03015165,OZZERO,MILANO,MI,LOMBARDIA,11048852.143551,18112.8719454199,7,1,8,22397962.810547,25787.650166
254,297,03016068,CENATE SOPRA,BERGAMO,BG,LOMBARDIA,6988711.10645309,12670.7360454744,11,6,17,14345451.05127,18152.033996
255,298,03018142,SANTA MARGHERITA DI STAFFORA,PAVIA,PV,LOMBARDIA,36949786.6637564,36998.2663923562,1,1,2,73305234.645508,52127.679506
256,299,03017081,GUSSAGO,BRESCIA,BS,LOMBARDIA,25048032.259813,28875.2805678908,107,15,122,51174090.407715,41290.571006
257,300,03013161,NESSO,COMO,CO,LOMBARDIA,14647636.3617031,24828.4436974196,2,0,2,30267088.918457,35700.226335
258,301,03017190,TRENZANO,BRESCIA,BS,LOMBARDIA,20050290.186641,29349.7663714351,26,6,32,40804348.247559,41891.876638
259,329,03108052,CAPONAGO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,5044442.359081,16631.6672681536,15,3,18,10298724.36084,23758.619944
260,330,03017132,PAITONE,BRESCIA,BS,LOMBARDIA,7858896.57930103,15391.4225240802,6,1,7,16042284.000488,21997.380383
261,338,03017030,BRIONE,BRESCIA,BS,LOMBARDIA,6809053.1249445,18943.7330115091,4,1,5,13937496.785645,27108.33073
262,339,03019070,PESSINA CREMONESE,CREMONA,CR,LOMBARDIA,22132990.4113277,31537.4982641432,2,0,2,44572025.978516,44754.638379
263,340,03012005,ARSAGO SEPRIO,VARESE,VA,LOMBARDIA,10369013.2293635,17843.2227736296,6,0,6,21268207.178711,25559.041171
264,341,03016011,ARCENE,BERGAMO,BG,LOMBARDIA,4384604.09823251,11280.2258576993,33,4,37,8953738.257324,16117.508154
265,589,03016253,VAL BREMBILLA,BERGAMO,BG,LOMBARDIA,31313760.5192477,33970.6647708971,27,7,34,64530797.161133,48761.283908
266,590,03019076,PIZZIGHETTONE,CREMONA,CR,LOMBARDIA,31981344.8592605,32214.980914528,59,20,79,64436171.950195,45726.082174
267,302,03012039,CASORATE SEMPIONE,VARESE,VA,LOMBARDIA,6892759.93509106,13038.9618222189,4,1,5,14121883.088867,18663.224624
268,303,03019039,CUMIGNANO SUL NAVIGLIO,CREMONA,CR,LOMBARDIA,6604677.481747,17865.7198922453,6,0,6,13380811.13916,25439.007869
269,304,03108042,SULBIATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,5200996.18146406,19503.977407312,9,0,9,10645406.210938,27906.544221
270,305,03012077,GOLASECCA,VARESE,VA,LOMBARDIA,7470165.97589825,13136.3682396239,3,0,3,15322546.570313,18816.786661
271,306,03098027,GALGAGNANO,LODI,LO,LOMBARDIA,5979041.3001985,14442.1816221316,7,2,9,12117083.67041,20558.172497
272,307,03016172,PONTIROLO NUOVO,BERGAMO,BG,LOMBARDIA,11049737.0804,16140.9684082951,25,3,28,22563936.853027,23068.783134
273,308,03013178,PEGLIO,COMO,CO,LOMBARDIA,10521575.5790557,17988.1038477049,1,0,1,21960128.944336,25988.638781
274,309,03015114,INZAGO,MILANO,MI,LOMBARDIA,12143685.4532235,21159.1487508244,38,5,43,24771568.007324,30221.013291
275,310,03012044,CASTELSEPRIO,VARESE,VA,LOMBARDIA,3901650.2548663,10579.7365485782,1,0,1,8008644.07666,15165.820762
276,311,03019069,PESCAROLO ED UNITI,CREMONA,CR,LOMBARDIA,16564616.8438025,25170.5000410438,12,1,13,33372732.690918,35729.407965
277,312,03098006,BREMBIO,LODI,LO,LOMBARDIA,16865564.605527,29171.6200190044,15,6,21,34008781.629395,41427.50062
278,313,03019097,SONCINO,CREMONA,CR,LOMBARDIA,45389241.2307845,48474.9830182217,54,7,61,92142459.141113,69090.411828
279,314,03018128,ROMAGNESE,PAVIA,PV,LOMBARDIA,29598836.977256,24885.8276485016,6,2,8,58906814.714844,35116.023416
280,316,03108029,MACHERIO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,3277878.30755852,13016.5725687213,12,4,16,6709315.777344,18615.505052
281,317,03016159,PARZANICA,BERGAMO,BG,LOMBARDIA,10373779.4597065,13137.6030817971,1,0,1,21305058.512207,18823.492873
282,318,03019021,CASALMAGGIORE,CREMONA,CR,LOMBARDIA,64233274.3579129,59790.1544855852,72,14,86,128472704.364258,84557.399277
283,319,03014072,VALDISOTTO,SONDRIO,SO,LOMBARDIA,88319936.6213325,47738.3476744395,7,1,8,185874462.556641,69260.698281
284,320,03013183,PIANELLO DEL LARIO,COMO,CO,LOMBARDIA,8504822.41983416,15584.469746956,3,0,3,17699663.696289,22466.594003
285,321,03014025,DAZIO,SONDRIO,SO,LOMBARDIA,3743420.9711765,11303.1682795222,2,0,2,7806194.119629,16317.476138
286,322,03017063,CORTENO GOLGI,BRESCIA,BS,LOMBARDIA,82780909.6086353,41621.2011152911,10,1,11,172473688.384766,60082.388294
287,323,03012015,BISUSCHIO,VARESE,VA,LOMBARDIA,7229443.79148894,13513.9658059572,2,0,2,14926263.885742,19421.295459
288,326,03018123,ROBBIO,PAVIA,PV,LOMBARDIA,40371581.018407,32874.1290625817,6,3,9,81659272.727051,46755.591245
289,327,03016144,NEMBRO,BERGAMO,BG,LOMBARDIA,15164786.0882019,27525.0745239359,130,75,205,31164802.769043,39463.548486
290,328,03014004,APRICA,SONDRIO,SO,LOMBARDIA,20461035.5854978,25327.6257029353,3,2,5,42619015.494141,36562.692144
291,331,03017074,GARDONE RIVIERA,BRESCIA,BS,LOMBARDIA,21164266.4636753,28633.2507737134,18,2,20,43307156.550293,40948.59299
292,332,03016057,CARVICO,BERGAMO,BG,LOMBARDIA,4542560.33685962,13514.4939286034,18,4,22,9319717.999023,19358.579761
293,333,03013100,FENEGRO`,COMO,CO,LOMBARDIA,5302169.91624858,16451.6949268796,4,0,4,10875125.584961,23569.351226
294,334,03016194,SCANZOROSCIATE,BERGAMO,BG,LOMBARDIA,10656765.6246591,19857.8508403519,53,15,68,21869594.068848,28439.394789
295,324,03015110,GREZZAGO,MILANO,MI,LOMBARDIA,2425810.95060351,10040.3657192413,4,1,5,4957084.479492,14351.964891
296,325,03017001,ACQUAFREDDA,BRESCIA,BS,LOMBARDIA,9551132.09094391,14963.9912088868,12,6,18,19317376.870605,21286.454432
297,335,03097049,MISSAGLIA,LECCO,LC,LOMBARDIA,11467943.3753202,22494.6691470804,19,3,22,23526206.928223,32225.844007
298,336,03108047,VEDUGGIO CON COLZANO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,3463943.52822387,13092.9763677679,18,2,20,7114769.663574,18760.9147
299,337,03016147,OLTRESSENDA ALTA,BERGAMO,BG,LOMBARDIA,16760372.1288591,27224.5653590176,1,0,1,34675132.446289,39163.160456
300,278,03013250,BELLAGIO,COMO,CO,LOMBARDIA,28136277.9296155,31784.0280601869,3,2,5,58245881.922852,45738.005781
301,279,03019006,BONEMERSE,CREMONA,CR,LOMBARDIA,5877348.87718679,14239.4542494547,26,3,29,11806396.904297,20182.505306
302,280,03015131,MAGNAGO,MILANO,MI,LOMBARDIA,11332906.2658805,19395.4183148574,10,1,11,23147000.874023,27723.153654
303,281,03019044,FORMIGARA,CREMONA,CR,LOMBARDIA,12799548.6553555,22825.1043268308,5,2,7,25825128.728516,32419.606649
304,282,03016072,CHIGNOLO D`ISOLA,BERGAMO,BG,LOMBARDIA,5434015.14280827,13151.2887198492,18,4,22,11133528.400879,18826.349112
305,285,03013223,TORNO,COMO,CO,LOMBARDIA,7457794.04587413,11694.4202432433,2,2,4,15381269.195313,16796.479841
306,286,03012105,MORAZZONE,VARESE,VA,LOMBARDIA,5470424.79036662,12989.665843165,4,1,5,11247188.033691,18625.670716
307,287,03013010,APPIANO GENTILE,COMO,CO,LOMBARDIA,12772987.1314683,21835.6220086933,4,1,5,26236591.379395,31302.345325
308,289,03018027,CANDIA LOMELLINA,PAVIA,PV,LOMBARDIA,27496395.3219325,25388.6718007819,7,1,8,55373232.831055,36031.3798
309,290,03018111,PIETRA DE` GIORGI,PAVIA,PV,LOMBARDIA,11209301.569301,25241.7712221027,5,0,5,22449390.054199,35716.386224
310,292,03017191,TREVISO BRESCIANO,BRESCIA,BS,LOMBARDIA,17816384.7392553,22854.6227044024,3,1,4,36553511.328613,32735.063263
311,293,03014054,PRATA CAMPORTACCIO,SONDRIO,SO,LOMBARDIA,27875883.3823383,25638.4611840999,4,0,4,58395915.085938,37110.257502
312,342,03016096,FARA GERA D`ADDA,BERGAMO,BG,LOMBARDIA,10836352.5523235,15502.5829999075,23,5,28,22107290.912109,22148.007645
313,343,03017175,SAVIORE DELL`ADAMELLO,BRESCIA,BS,LOMBARDIA,83928303.9135981,49113.1827732942,6,1,7,174696564.239258,70867.030798
314,345,03020037,MOTTEGGIANA,MANTOVA,MN,LOMBARDIA,24813292.8611736,43976.4248156592,1,0,1,49702939.018555,62203.665943
315,346,03020053,ROVERBELLA,MANTOVA,MN,LOMBARDIA,63441693.362126,44637.0519583852,9,3,12,128084298.375,63425.232394
316,348,03018159,TORRE D`ISOLA,PAVIA,PV,LOMBARDIA,16409869.6162285,24516.0332251364,6,0,6,33103526.084473,34822.329589
317,349,03015113,INVERUNO,MILANO,MI,LOMBARDIA,12186462.1707455,24435.0476047683,30,5,35,24838212.946777,34885.743982
318,350,03019015,CAPRALBA,CREMONA,CR,LOMBARDIA,13399511.722731,21593.7224379878,9,2,11,27230484.120117,30795.351062
319,351,03108005,BARLASSINA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,2748181.99490986,8721.96357964767,12,0,12,5628483.374023,12477.150307
320,352,03016078,COLERE,BERGAMO,BG,LOMBARDIA,18650547.4020241,22093.2431685714,8,3,11,38613377.180664,31788.400553
321,353,03098061,ZELO BUON PERSICO,LODI,LO,LOMBARDIA,18706979.3907785,29637.4899372118,15,4,19,37964174.125977,42219.649151
322,354,03018088,MEDE,PAVIA,PV,LOMBARDIA,33118160.0295475,32222.1314800715,8,1,9,66508484.713867,45667.708207
323,357,03016099,FINO DEL MONTE,BERGAMO,BG,LOMBARDIA,4352343.70908305,10330.6901036316,5,5,10,8993355.784668,14859.15843
324,355,03019054,IZANO,CREMONA,CR,LOMBARDIA,6256530.5328735,14474.2513419852,18,1,19,12677880.604492,20608.842886
325,356,03017116,MUSCOLINE,BRESCIA,BS,LOMBARDIA,10123739.0812875,18187.819615441,8,1,9,20656992.084473,25981.551369
326,456,03108033,MONZA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,33046453.0809214,42532.8558643434,367,40,407,67515832.656738,60794.613065
327,457,03016246,ZOGNO,BERGAMO,BG,LOMBARDIA,35337338.8469862,33681.4272259387,92,29,121,72730810.090332,48326.218374
328,458,03018141,SANT`ALESSIO CON VIALONE,PAVIA,PV,LOMBARDIA,6486127.316571,16478.6713705132,2,0,2,13084300.336914,23410.808167
329,459,03016227,VALNEGRA,BERGAMO,BG,LOMBARDIA,2088823.42723039,9820.04134877141,2,0,2,4324036.656738,14133.988762
330,460,03108011,BRIOSCO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,6690579.09593328,17350.017958254,7,2,9,13733327.025391,24858.918414
331,461,03097074,SANTA MARIA HOE`,LECCO,LC,LOMBARDIA,2800845.04584942,15499.994030566,8,2,10,5754537.61084,22220.065009
332,359,03017105,MARMENTINO,BRESCIA,BS,LOMBARDIA,17927616.107582,24748.9897208667,2,0,2,36835725.3125,35481.255906
333,360,03017017,BERZO INFERIORE,BRESCIA,BS,LOMBARDIA,21989569.4999778,24517.8136967666,12,0,12,45417611.449219,35250.780338
334,361,03098013,CASTELNUOVO BOCCA D`ADDA,LODI,LO,LOMBARDIA,20435090.1581725,25407.6848053929,28,7,35,41052900.770996,36022.048687
335,362,03015071,CERRO AL LAMBRO,MILANO,MI,LOMBARDIA,10153208.019697,19965.0621826102,11,0,11,20559055.981934,28410.367463
336,363,03016081,COMUN NUOVO,BERGAMO,BG,LOMBARDIA,6719082.34081309,12290.9530786086,14,6,20,13741126.724121,17581.805806
337,364,03017131,PAISCO LOVENO,BRESCIA,BS,LOMBARDIA,35577488.4535793,30315.6418912986,1,0,1,73950214.429688,43688.938495
338,365,03016182,ROGNO,BERGAMO,BG,LOMBARDIA,15888753.2566332,17913.1896722093,19,6,25,32778222.804688,25729.586371
339,366,03013222,TAVERNERIO,COMO,CO,LOMBARDIA,11578554.4875488,22465.5096979683,13,0,13,23848247.405273,32243.053853
340,368,03016146,OLTRE IL COLLE,BERGAMO,BG,LOMBARDIA,32803453.2140665,30482.120075074,8,2,10,67799310.658203,43833.695367
341,369,03016090,CUSIO,BERGAMO,BG,LOMBARDIA,9365029.07553684,18388.2042625719,1,0,1,19418741.871582,26489.817023
342,370,03016177,PUMENENGO,BERGAMO,BG,LOMBARDIA,10122485.1291894,16649.1536185441,8,1,9,20594873.769531,23746.651837
343,371,03097007,BARZIO,LECCO,LC,LOMBARDIA,21349487.2126411,24993.4311965069,3,2,5,44190626.564453,35951.954293
344,372,03020051,RODIGO,MANTOVA,MN,LOMBARDIA,41514631.6121077,36457.0316693489,13,0,13,83629161.103027,51738.580755
345,373,03016043,CALCINATE,BERGAMO,BG,LOMBARDIA,15196241.0649515,23954.9796954442,28,8,36,31083473.168457,34257.884834
346,374,03020042,POGGIO RUSCO,MANTOVA,MN,LOMBARDIA,42391670.0849728,32050.8533818436,26,5,31,84684878.124512,45292.03432
347,375,03015072,CERRO MAGGIORE,MILANO,MI,LOMBARDIA,10259008.4287261,23750.6354460637,32,3,35,20963256.127441,33952.254862
348,376,03016214,TORRE BOLDONE,BERGAMO,BG,LOMBARDIA,3494004.92241412,10622.7907066841,67,29,96,7172753.07373,15223.76226
349,377,03019014,CAPPELLA DE` PICENARDI,CREMONA,CR,LOMBARDIA,14074583.9137575,25858.8296304778,3,0,3,28307944.572754,36675.806732
350,378,03018147,SCALDASOLE,PAVIA,PV,LOMBARDIA,11662821.9517,17345.2292627207,1,0,1,23451496.105469,24585.690087
351,379,03013242,VERTEMATE CON MINOPRIO,COMO,CO,LOMBARDIA,5798322.73472737,13222.389092022,8,1,9,11906200.333496,18949.907257
352,380,03020024,GAZOLDO DEGLI IPPOLITI,MANTOVA,MN,LOMBARDIA,12949609.5900836,18363.8989671606,17,1,18,26086087.776367,26067.246518
353,381,03016225,VALGOGLIO,BERGAMO,BG,LOMBARDIA,31917950.3760119,24541.0793231899,4,0,4,66136151.980957,35321.294423
354,383,03014024,COSIO VALTELLINO,SONDRIO,SO,LOMBARDIA,23847978.9317061,25054.5460189505,4,1,5,49663224.058105,36158.110784
355,384,03012085,JERAGO CON ORAGO,VARESE,VA,LOMBARDIA,4006848.04560617,10447.3274811129,3,0,3,8221845.279785,14965.376468
356,385,03016053,CARAVAGGIO,BERGAMO,BG,LOMBARDIA,33290558.3246864,38511.7682932383,77,24,101,67788353.370117,54971.524718
357,386,03017044,CASTO,BRESCIA,BS,LOMBARDIA,21334432.0024705,29039.7265829768,12,3,15,43739436.186523,41577.651805
358,387,03018033,CASEI GEROLA,PAVIA,PV,LOMBARDIA,24639350.6565805,34516.3755977331,11,5,16,49337448.81543,48863.535473
359,388,03012095,MALGESSO,VARESE,VA,LOMBARDIA,2773524.28376197,8865.61677998857,1,0,1,5714905.793457,12729.876768
360,390,03017018,BIENNO,BRESCIA,BS,LOMBARDIA,46858159.134611,41723.1305838571,25,5,30,96797728.864258,59961.026236
361,391,03015115,LACCHIARELLA,MILANO,MI,LOMBARDIA,24127510.7020845,36535.1845920433,11,1,12,48838317.931641,51982.870601
362,392,03097010,BRIVIO,LECCO,LC,LOMBARDIA,7988400.37767614,20241.7812721983,26,5,31,16415747.389648,29025.043547
363,389,03108025,LAZZATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,5137227.7413666,11002.0369554903,8,1,9,10529018.094238,15749.463083
364,394,03018181,VISTARINO,PAVIA,PV,LOMBARDIA,9415915.6747855,19959.4429307087,3,0,3,18985162.447754,28345.243485
365,395,03108026,LESMO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,5028141.11538364,13316.3505207841,23,2,25,10295060.792481,19056.941262
366,396,03016216,TORRE DE` ROVERI,BERGAMO,BG,LOMBARDIA,2726437.32451592,11573.8265929996,13,1,14,5592762.724609,16573.746687
367,397,03015219,TREZZANO ROSA,MILANO,MI,LOMBARDIA,3441241.1570525,10690.5797409173,9,1,10,7030216.513672,15280.593394
368,398,03016085,COSTA VALLE IMAGNA,BERGAMO,BG,LOMBARDIA,4346386.83533317,10104.6508024502,2,1,3,8948544.663574,14499.97597
369,399,03018020,BOSNASCO,PAVIA,PV,LOMBARDIA,4780654.19338101,12795.2726574245,2,0,2,9587934.270508,18112.356079
370,400,03014007,BERBENNO DI VALTELLINA,SONDRIO,SO,LOMBARDIA,35738372.7853043,27974.1790005716,7,0,7,74611882.390137,40432.972548
371,401,03108023,DESIO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,14667462.921212,23758.0245534902,93,7,100,30000865.089844,33977.17637
372,454,03016155,PALADINA,BERGAMO,BG,LOMBARDIA,2108963.32970865,7498.22255939148,35,15,50,4330475.28125,10743.768031
373,462,03098032,LODI VECCHIO,LODI,LO,LOMBARDIA,16033046.021977,30748.5495334265,31,8,39,32430211.165527,43731.678945
374,463,03098014,CASTIGLIONE D`ADDA,LODI,LO,LOMBARDIA,13113777.0306585,25682.7335236265,139,44,183,26451079.334961,36473.352966
375,464,03014010,BUGLIO IN MONTE,SONDRIO,SO,LOMBARDIA,28068312.2423194,34433.3499179319,1,0,1,58637952.816406,49790.893584
376,465,03013232,VALMOREA,COMO,CO,LOMBARDIA,3128733.77805859,9903.76341538659,5,2,7,6445671.421875,14214.382917
377,466,03018101,MORNICO LOSANA,PAVIA,PV,LOMBARDIA,8175705.230988,19124.8521296504,0,1,1,16368357.392578,27053.359826
378,467,03019111,VAIANO CREMASCO,CREMONA,CR,LOMBARDIA,6263076.9105115,15751.3126103606,23,7,30,12700478.500488,22429.708078
379,402,03017056,COCCAGLIO,BRESCIA,BS,LOMBARDIA,11998263.877944,18782.8742627987,54,11,65,24483792.291992,26839.946894
380,403,03016124,LEFFE,BERGAMO,BG,LOMBARDIA,6645808.39533941,12144.6520985694,27,18,45,13675510.878418,17421.680637
381,404,03016169,PONTERANICA,BERGAMO,BG,LOMBARDIA,8435944.63398111,20352.8755199562,42,8,50,17329322.424805,29176.445382
382,405,03015059,CASSANO D`ADDA,MILANO,MI,LOMBARDIA,18257289.4621125,27883.5568820186,68,8,76,37222417.405762,39815.317146
383,406,03018193,COLLI VERDI,PAVIA,PV,LOMBARDIA,40868144.4699005,46128.8952592724,2,0,2,81533137.117188,65175.074874
384,407,03017101,MALONNO,BRESCIA,BS,LOMBARDIA,30695145.9667638,28073.342140062,20,1,21,63910955.484863,40504.960948
385,408,03015188,ROSATE,MILANO,MI,LOMBARDIA,18669203.968283,27969.7768320942,12,1,13,37829441.825684,39807.578084
386,409,03098055,SORDIO,LODI,LO,LOMBARDIA,2818909.1726645,8981.17713152545,18,8,26,5709671.533203,12779.163661
387,410,03017121,ODOLO,BRESCIA,BS,LOMBARDIA,6493764.9841532,12123.8904548188,4,0,4,13288850.354981,17346.692177
388,411,03017155,PREVALLE,BRESCIA,BS,LOMBARDIA,9947606.92846712,17179.2175318072,16,4,20,20288277.960449,24536.930907
389,412,03015032,BRESSO,MILANO,MI,LOMBARDIA,3384441.121954,10347.4947513605,132,30,162,6902733.621582,14776.855551
390,413,03016215,TORRE DE` BUSI,BERGAMO,BG,LOMBARDIA,9196786.38041554,18380.3436750559,9,0,9,18919853.330566,26361.359874
391,414,03016226,VALLEVE,BERGAMO,BG,LOMBARDIA,14776153.8585125,21353.4634190649,1,0,1,30676196.051758,30760.340565
