Date_evenement,Zone,Remontee_dematerialisee_2020,Total_deces_2020,Taux_dematerialisation_2020,Remontee_dematerialisee_2019,Total_deces_2019,Remontee_dematerialisee_2018,Total_deces_2018
18/03/2020,Dept_15,80,NA,,68,104,96,130
19/03/2020,Dept_15,84,NA,,69,108,97,132
20/03/2020,Dept_15,85,NA,,73,117,102,139
21/03/2020,Dept_15,NA,NA,,81,125,107,147
22/03/2020,Dept_15,NA,NA,,83,127,108,151
23/03/2020,Dept_15,NA,NA,,91,136,114,159
24/03/2020,Dept_15,NA,NA,,94,140,116,164
25/03/2020,Dept_15,NA,NA,,98,147,117,165
26/03/2020,Dept_15,NA,NA,,101,151,123,172
27/03/2020,Dept_15,NA,NA,,107,159,132,183
28/03/2020,Dept_15,NA,NA,,107,159,138,192
29/03/2020,Dept_15,NA,NA,,110,162,143,198
30/03/2020,Dept_15,NA,NA,,113,167,150,208
31/03/2020,Dept_15,NA,NA,,118,174,155,217
01/03/2020,Dept_16,10,12,0.83,15,17,10,13
02/03/2020,Dept_16,22,25,0.88,26,33,24,30
03/03/2020,Dept_16,35,38,0.92,36,47,37,45
04/03/2020,Dept_16,46,49,0.94,44,56,52,66
05/03/2020,Dept_16,57,64,0.89,58,74,64,80
06/03/2020,Dept_16,71,80,0.89,64,82,75,94
07/03/2020,Dept_16,76,86,0.88,70,91,83,104
08/03/2020,Dept_16,91,102,0.89,82,107,98,125
09/03/2020,Dept_16,104,117,0.89,91,122,108,139
10/03/2020,Dept_16,111,126,0.88,108,142,126,161
11/03/2020,Dept_16,116,132,0.88,117,153,134,173
12/03/2020,Dept_16,125,141,0.89,123,160,141,182
13/03/2020,Dept_16,133,150,0.89,129,168,153,201
14/03/2020,Dept_16,143,160,0.89,134,175,164,218
15/03/2020,Dept_16,156,174,0.9,148,193,172,229
16/03/2020,Dept_16,167,185,0.9,162,209,185,244
17/03/2020,Dept_16,178,NA,,172,223,196,257
18/03/2020,Dept_16,183,NA,,179,231,205,268
19/03/2020,Dept_16,194,NA,,194,250,215,281
20/03/2020,Dept_16,205,NA,,202,262,222,290
21/03/2020,Dept_16,NA,NA,,215,276,235,306
22/03/2020,Dept_16,NA,NA,,226,289,246,320
23/03/2020,Dept_16,NA,NA,,235,300,255,335
24/03/2020,Dept_16,NA,NA,,246,313,265,346
25/03/2020,Dept_16,NA,NA,,252,322,272,356
26/03/2020,Dept_16,NA,NA,,263,334,290,378
27/03/2020,Dept_16,NA,NA,,272,345,301,393
28/03/2020,Dept_16,NA,NA,,289,362,306,401
29/03/2020,Dept_16,NA,NA,,297,371,315,416
30/03/2020,Dept_16,NA,NA,,306,383,323,425
31/03/2020,Dept_16,NA,NA,,312,393,334,439
01/03/2020,Dept_17,17,20,0.85,15,21,21,31
02/03/2020,Dept_17,35,44,0.8,35,48,48,66
03/03/2020,Dept_17,51,63,0.81,50,67,65,94
04/03/2020,Dept_17,63,80,0.79,65,85,83,116
05/03/2020,Dept_17,86,107,0.8,77,101,103,145
06/03/2020,Dept_17,111,135,0.82,88,121,124,173
07/03/2020,Dept_17,131,164,0.8,102,138,151,204
08/03/2020,Dept_17,154,191,0.81,120,160,166,225
09/03/2020,Dept_17,174,214,0.81,144,191,183,249
10/03/2020,Dept_17,185,230,0.8,162,211,201,274
11/03/2020,Dept_17,200,249,0.8,183,236,219,302
12/03/2020,Dept_17,217,267,0.81,194,249,234,323
13/03/2020,Dept_17,239,290,0.82,207,265,249,345
14/03/2020,Dept_17,250,301,0.83,217,281,264,370
15/03/2020,Dept_17,267,320,0.83,237,312,280,392
16/03/2020,Dept_17,284,338,0.84,255,339,294,412
17/03/2020,Dept_17,303,NA,,271,359,309,431
18/03/2020,Dept_17,314,NA,,281,373,325,459
19/03/2020,Dept_17,326,NA,,295,395,341,483
20/03/2020,Dept_17,341,NA,,307,412,362,508
21/03/2020,Dept_17,NA,NA,,328,439,377,534
22/03/2020,Dept_17,NA,NA,,346,462,387,551
23/03/2020,Dept_17,NA,NA,,352,475,401,572
24/03/2020,Dept_17,NA,NA,,372,503,417,591
25/03/2020,Dept_17,NA,NA,,393,530,425,604
26/03/2020,Dept_17,NA,NA,,403,545,440,629
27/03/2020,Dept_17,NA,NA,,416,561,461,653
28/03/2020,Dept_17,NA,NA,,435,584,471,666
29/03/2020,Dept_17,NA,NA,,450,606,486,689
30/03/2020,Dept_17,NA,NA,,466,627,502,711
31/03/2020,Dept_17,NA,NA,,472,636,521,739
01/03/2020,Dept_18,11,14,0.79,8,14,6,10
02/03/2020,Dept_18,25,31,0.81,14,26,18,23
03/03/2020,Dept_18,35,41,0.85,17,32,26,32
04/03/2020,Dept_18,39,47,0.83,25,42,31,40
05/03/2020,Dept_18,47,55,0.85,32,52,42,57
06/03/2020,Dept_18,59,67,0.88,45,65,53,70
07/03/2020,Dept_18,67,76,0.88,55,77,60,79
08/03/2020,Dept_18,72,82,0.88,57,84,68,88
09/03/2020,Dept_18,80,92,0.87,61,90,77,98
10/03/2020,Dept_18,87,102,0.85,64,94,89,113
11/03/2020,Dept_18,97,114,0.85,74,104,100,127
12/03/2020,Dept_18,104,122,0.85,82,113,109,139
13/03/2020,Dept_18,113,134,0.84,93,126,124,157
14/03/2020,Dept_18,117,140,0.84,101,135,134,169
15/03/2020,Dept_18,128,152,0.84,108,147,147,182
16/03/2020,Dept_18,134,160,0.84,117,157,158,194
17/03/2020,Dept_18,143,NA,,123,167,167,205
18/03/2020,Dept_18,151,NA,,134,180,172,212
19/03/2020,Dept_18,158,NA,,153,204,180,221
20/03/2020,Dept_18,163,NA,,162,214,190,232
21/03/2020,Dept_18,NA,NA,,172,225,198,240
22/03/2020,Dept_18,NA,NA,,181,237,203,248
23/03/2020,Dept_18,NA,NA,,191,247,215,260
24/03/2020,Dept_18,NA,NA,,198,255,227,276
25/03/2020,Dept_18,NA,NA,,205,266,233,284
26/03/2020,Dept_18,NA,NA,,215,277,240,293
27/03/2020,Dept_18,NA,NA,,217,280,248,303
28/03/2020,Dept_18,NA,NA,,222,286,258,314
29/03/2020,Dept_18,NA,NA,,233,298,269,328
30/03/2020,Dept_18,NA,NA,,240,309,283,342
31/03/2020,Dept_18,NA,NA,,245,316,291,353
01/03/2020,Dept_19,8,12,0.67,8,11,9,12
02/03/2020,Dept_19,14,20,0.7,21,27,14,18
03/03/2020,Dept_19,20,26,0.77,22,31,25,32
04/03/2020,Dept_19,24,33,0.73,28,38,30,43
05/03/2020,Dept_19,30,41,0.73,39,53,39,53
06/03/2020,Dept_19,39,50,0.78,46,62,45,62
07/03/2020,Dept_19,44,57,0.77,49,68,57,77
08/03/2020,Dept_19,54,69,0.78,55,76,72,93
09/03/2020,Dept_19,59,76,0.78,68,93,84,108
10/03/2020,Dept_19,65,82,0.79,74,103,92,126
11/03/2020,Dept_19,69,86,0.8,82,114,99,135
12/03/2020,Dept_19,72,89,0.81,86,119,112,158
13/03/2020,Dept_19,80,97,0.82,94,127,121,170
14/03/2020,Dept_19,91,109,0.83,101,134,128,180
15/03/2020,Dept_19,97,115,0.84,107,142,136,188
16/03/2020,Dept_19,101,119,0.85,112,148,142,197
17/03/2020,Dept_19,108,NA,,113,152,153,213
18/03/2020,Dept_19,112,NA,,127,167,158,219
19/03/2020,Dept_19,117,NA,,135,177,166,235
20/03/2020,Dept_19,127,NA,,139,183,170,244
21/03/2020,Dept_19,NA,NA,,149,195,176,254
22/03/2020,Dept_19,NA,NA,,157,205,185,266
23/03/2020,Dept_19,NA,NA,,169,220,190,273
24/03/2020,Dept_19,NA,NA,,175,230,194,278
25/03/2020,Dept_19,NA,NA,,183,241,202,295
26/03/2020,Dept_19,NA,NA,,193,252,209,304
27/03/2020,Dept_19,NA,NA,,199,260,218,317
28/03/2020,Dept_19,NA,NA,,207,272,224,326
29/03/2020,Dept_19,NA,NA,,212,280,233,337
30/03/2020,Dept_19,NA,NA,,217,288,237,347
31/03/2020,Dept_19,NA,NA,,226,300,246,357
01/03/2020,Dept_21,9,10,0.9,7,12,22,28
02/03/2020,Dept_21,18,20,0.9,28,33,41,47
03/03/2020,Dept_21,39,42,0.93,43,49,61,67
04/03/2020,Dept_21,59,63,0.94,51,62,70,79
05/03/2020,Dept_21,72,78,0.92,61,73,90,104
06/03/2020,Dept_21,80,87,0.92,80,93,109,127
07/03/2020,Dept_21,94,101,0.93,92,108,126,146
08/03/2020,Dept_21,105,113,0.93,100,121,137,162
09/03/2020,Dept_21,118,128,0.92,115,139,153,180
10/03/2020,Dept_21,129,140,0.92,126,152,170,198
11/03/2020,Dept_21,140,154,0.91,136,163,191,219
12/03/2020,Dept_21,160,175,0.91,150,180,210,242
13/03/2020,Dept_21,177,195,0.91,160,190,224,257
14/03/2020,Dept_21,198,216,0.92,169,202,236,270
15/03/2020,Dept_21,212,230,0.92,184,221,249,286
16/03/2020,Dept_21,230,249,0.92,194,233,268,307
17/03/2020,Dept_21,250,NA,,209,250,285,326
18/03/2020,Dept_21,269,NA,,219,262,299,340
19/03/2020,Dept_21,290,NA,,227,274,306,349
20/03/2020,Dept_21,301,NA,,234,285,323,366
21/03/2020,Dept_21,NA,NA,,248,301,338,385
22/03/2020,Dept_21,NA,NA,,263,316,348,398
23/03/2020,Dept_21,NA,NA,,276,331,360,411
24/03/2020,Dept_21,NA,NA,,286,342,376,428
25/03/2020,Dept_21,NA,NA,,304,362,387,442
26/03/2020,Dept_21,NA,NA,,320,379,403,463
27/03/2020,Dept_21,NA,NA,,333,396,411,472
28/03/2020,Dept_21,NA,NA,,345,411,424,492
29/03/2020,Dept_21,NA,NA,,355,421,441,510
30/03/2020,Dept_21,NA,NA,,370,442,458,529
31/03/2020,Dept_21,NA,NA,,387,463,469,544
01/03/2020,Dept_22,20,20,1,20,25,16,18
02/03/2020,Dept_22,41,44,0.93,44,50,43,50
03/03/2020,Dept_22,61,64,0.95,60,68,65,74
04/03/2020,Dept_22,85,89,0.96,76,86,82,93
05/03/2020,Dept_22,102,107,0.95,94,106,112,125
06/03/2020,Dept_22,122,128,0.95,111,125,136,150
07/03/2020,Dept_22,140,149,0.94,123,139,153,170
08/03/2020,Dept_22,153,163,0.94,135,152,163,182
09/03/2020,Dept_22,172,182,0.95,157,174,184,206
10/03/2020,Dept_22,185,197,0.94,173,192,207,230
11/03/2020,Dept_22,203,218,0.93,195,216,226,252
12/03/2020,Dept_22,214,230,0.93,209,230,255,282
13/03/2020,Dept_22,229,246,0.93,228,253,277,307
14/03/2020,Dept_22,243,265,0.92,242,270,293,327
15/03/2020,Dept_22,263,287,0.92,253,285,314,351
16/03/2020,Dept_22,282,307,0.92,278,312,338,378
17/03/2020,Dept_22,299,NA,,292,328,362,404
18/03/2020,Dept_22,318,NA,,314,353,382,425
19/03/2020,Dept_22,336,NA,,329,373,402,448
20/03/2020,Dept_22,354,NA,,350,396,423,473
21/03/2020,Dept_22,NA,NA,,367,416,440,493
22/03/2020,Dept_22,NA,NA,,388,438,457,512
23/03/2020,Dept_22,NA,NA,,413,466,476,536
24/03/2020,Dept_22,NA,NA,,431,486,495,555
25/03/2020,Dept_22,NA,NA,,447,505,517,577
26/03/2020,Dept_22,NA,NA,,463,526,528,591
27/03/2020,Dept_22,NA,NA,,486,551,545,610
28/03/2020,Dept_22,NA,NA,,505,572,567,635
29/03/2020,Dept_22,NA,NA,,525,595,586,657
30/03/2020,Dept_22,NA,NA,,546,617,608,683
31/03/2020,Dept_22,NA,NA,,559,631,631,707
01/03/2020,Dept_23,4,5,0.8,3,3,11,13
02/03/2020,Dept_23,8,10,0.8,7,8,15,17
03/03/2020,Dept_23,12,15,0.8,10,12,23,28
04/03/2020,Dept_23,19,23,0.83,17,21,25,35
05/03/2020,Dept_23,22,27,0.81,19,25,29,40
06/03/2020,Dept_23,25,34,0.74,23,32,30,42
07/03/2020,Dept_23,31,41,0.76,26,38,32,47
08/03/2020,Dept_23,32,43,0.74,31,43,37,54
09/03/2020,Dept_23,36,47,0.77,33,47,41,58
10/03/2020,Dept_23,42,55,0.76,36,50,43,63
11/03/2020,Dept_23,45,58,0.78,37,52,45,68
12/03/2020,Dept_23,48,63,0.76,38,54,49,73
13/03/2020,Dept_23,51,67,0.76,42,58,50,74
14/03/2020,Dept_23,56,72,0.78,45,62,52,81
15/03/2020,Dept_23,60,76,0.79,48,65,58,87
16/03/2020,Dept_23,66,82,0.8,53,70,62,91
17/03/2020,Dept_23,70,NA,,55,73,65,95
18/03/2020,Dept_23,74,NA,,58,79,67,101
19/03/2020,Dept_23,80,NA,,60,83,69,104
20/03/2020,Dept_23,85,NA,,65,88,74,112
21/03/2020,Dept_23,NA,NA,,72,97,75,115
22/03/2020,Dept_23,NA,NA,,77,106,82,127
23/03/2020,Dept_23,NA,NA,,79,109,86,132
24/03/2020,Dept_23,NA,NA,,81,114,88,138
25/03/2020,Dept_23,NA,NA,,84,118,91,144
26/03/2020,Dept_23,NA,NA,,89,126,95,151
27/03/2020,Dept_23,NA,NA,,91,129,97,154
28/03/2020,Dept_23,NA,NA,,94,133,104,161
29/03/2020,Dept_23,NA,NA,,96,140,107,169
30/03/2020,Dept_23,NA,NA,,100,147,110,174
31/03/2020,Dept_23,NA,NA,,102,151,115,180
01/03/2020,Dept_24,10,11,0.91,8,10,13,19
02/03/2020,Dept_24,22,26,0.85,23,30,21,32
03/03/2020,Dept_24,26,33,0.79,30,43,31,48
04/03/2020,Dept_24,37,46,0.8,42,61,39,65
05/03/2020,Dept_24,49,64,0.77,59,83,48,79
06/03/2020,Dept_24,60,75,0.8,69,102,56,96
07/03/2020,Dept_24,66,87,0.76,80,114,67,110
08/03/2020,Dept_24,72,96,0.75,91,132,76,130
09/03/2020,Dept_24,86,113,0.76,101,146,82,140
10/03/2020,Dept_24,96,126,0.76,107,157,91,158
11/03/2020,Dept_24,103,136,0.76,119,173,98,170
12/03/2020,Dept_24,113,148,0.76,132,192,109,187
13/03/2020,Dept_24,125,160,0.78,144,210,119,204
14/03/2020,Dept_24,136,171,0.8,149,220,131,221
15/03/2020,Dept_24,148,183,0.81,156,236,148,242
16/03/2020,Dept_24,163,198,0.82,167,249,153,253
17/03/2020,Dept_24,170,NA,,176,261,164,266
18/03/2020,Dept_24,181,NA,,182,273,177,285
19/03/2020,Dept_24,193,NA,,188,283,187,297
20/03/2020,Dept_24,201,NA,,195,294,195,314
21/03/2020,Dept_24,NA,NA,,209,317,206,326
22/03/2020,Dept_24,NA,NA,,220,334,212,334
23/03/2020,Dept_24,NA,NA,,226,344,227,355
24/03/2020,Dept_24,NA,NA,,244,370,240,372
25/03/2020,Dept_24,NA,NA,,256,385,248,385
26/03/2020,Dept_24,NA,NA,,261,391,261,405
27/03/2020,Dept_24,NA,NA,,270,402,272,419
28/03/2020,Dept_24,NA,NA,,278,418,288,443
29/03/2020,Dept_24,NA,NA,,286,427,298,456
30/03/2020,Dept_24,NA,NA,,291,439,314,479
31/03/2020,Dept_24,NA,NA,,299,449,329,501
01/03/2020,Dept_25,9,12,0.75,14,16,13,13
02/03/2020,Dept_25,24,29,0.83,22,26,29,31
03/03/2020,Dept_25,35,43,0.81,34,40,41,45
04/03/2020,Dept_25,43,54,0.8,41,48,55,61
05/03/2020,Dept_25,57,70,0.81,59,67,74,85
06/03/2020,Dept_25,75,90,0.83,74,84,90,102
07/03/2020,Dept_25,82,100,0.82,91,104,103,116
08/03/2020,Dept_25,90,108,0.83,102,116,111,129
09/03/2020,Dept_25,101,122,0.83,114,132,126,149
10/03/2020,Dept_25,114,138,0.83,126,151,143,171
11/03/2020,Dept_25,128,152,0.84,136,165,150,180
12/03/2020,Dept_25,145,173,0.84,145,174,162,196
13/03/2020,Dept_25,158,188,0.84,154,188,171,207
14/03/2020,Dept_25,166,198,0.84,172,213,182,220
15/03/2020,Dept_25,182,214,0.85,188,230,194,235
16/03/2020,Dept_25,197,230,0.86,196,242,208,249
17/03/2020,Dept_25,212,NA,,205,255,224,269
18/03/2020,Dept_25,224,NA,,214,266,235,286
19/03/2020,Dept_25,241,NA,,229,285,251,303
20/03/2020,Dept_25,264,NA,,241,299,256,309
21/03/2020,Dept_25,NA,NA,,249,309,266,322
22/03/2020,Dept_25,NA,NA,,258,319,279,336
23/03/2020,Dept_25,NA,NA,,271,333,296,356
24/03/2020,Dept_25,NA,NA,,277,339,313,376
25/03/2020,Dept_25,NA,NA,,286,351,327,393
26/03/2020,Dept_25,NA,NA,,294,360,340,414
27/03/2020,Dept_25,NA,NA,,299,368,353,431
28/03/2020,Dept_25,NA,NA,,311,382,362,446
29/03/2020,Dept_25,NA,NA,,328,401,375,462
30/03/2020,Dept_25,NA,NA,,340,420,385,472
31/03/2020,Dept_25,NA,NA,,345,427,401,492
01/03/2020,Dept_26,12,13,0.92,10,12,17,21
02/03/2020,Dept_26,23,26,0.88,28,32,36,41
03/03/2020,Dept_26,36,41,0.88,39,46,49,57
04/03/2020,Dept_26,44,51,0.86,55,63,53,64
05/03/2020,Dept_26,58,65,0.89,63,75,65,82
06/03/2020,Dept_26,72,80,0.9,74,87,82,104
07/03/2020,Dept_26,83,93,0.89,84,101,99,125
08/03/2020,Dept_26,97,109,0.89,97,116,111,139
09/03/2020,Dept_26,115,128,0.9,112,133,127,155
10/03/2020,Dept_26,122,137,0.89,128,151,137,167
11/03/2020,Dept_26,136,152,0.89,143,169,146,180
12/03/2020,Dept_26,144,161,0.89,149,177,151,188
13/03/2020,Dept_26,160,178,0.9,155,185,166,203
14/03/2020,Dept_26,166,185,0.9,177,209,176,213
15/03/2020,Dept_26,176,196,0.9,191,224,186,226
16/03/2020,Dept_26,187,207,0.9,202,236,199,243
17/03/2020,Dept_26,203,NA,,212,246,209,253
18/03/2020,Dept_26,215,NA,,220,256,220,268
19/03/2020,Dept_26,228,NA,,227,263,231,281
20/03/2020,Dept_26,239,NA,,239,275,248,301
21/03/2020,Dept_26,NA,NA,,252,292,267,324
22/03/2020,Dept_26,NA,NA,,265,306,280,337
23/03/2020,Dept_26,NA,NA,,279,322,290,351
24/03/2020,Dept_26,NA,NA,,291,335,305,367
25/03/2020,Dept_26,NA,NA,,304,351,317,381
26/03/2020,Dept_26,NA,NA,,314,361,335,401
27/03/2020,Dept_26,NA,NA,,323,376,352,420
28/03/2020,Dept_26,NA,NA,,339,396,375,443
29/03/2020,Dept_26,NA,NA,,352,412,389,461
30/03/2020,Dept_26,NA,NA,,365,428,399,474
31/03/2020,Dept_26,NA,NA,,378,443,411,487
01/03/2020,Dept_27,10,17,0.59,13,15,14,17
02/03/2020,Dept_27,22,29,0.76,22,27,27,33
03/03/2020,Dept_27,31,39,0.79,33,40,37,47
04/03/2020,Dept_27,36,45,0.8,45,55,52,65
05/03/2020,Dept_27,45,55,0.82,52,66,65,82
06/03/2020,Dept_27,56,70,0.8,69,83,78,99
07/03/2020,Dept_27,67,81,0.83,80,97,91,115
08/03/2020,Dept_27,78,93,0.84,95,114,106,132
09/03/2020,Dept_27,94,112,0.84,104,124,118,148
10/03/2020,Dept_27,107,126,0.85,114,134,134,168
11/03/2020,Dept_27,117,137,0.85,119,141,143,178
12/03/2020,Dept_27,125,145,0.86,131,157,158,193
13/03/2020,Dept_27,134,155,0.86,142,170,164,201
14/03/2020,Dept_27,143,164,0.87,151,180,171,211
15/03/2020,Dept_27,153,175,0.87,158,189,182,224
16/03/2020,Dept_27,162,184,0.88,167,199,190,233
17/03/2020,Dept_27,170,NA,,169,204,195,241
18/03/2020,Dept_27,179,NA,,179,219,206,254
19/03/2020,Dept_27,191,NA,,186,228,212,265
20/03/2020,Dept_27,196,NA,,197,241,219,274
21/03/2020,Dept_27,NA,NA,,209,255,233,289
22/03/2020,Dept_27,NA,NA,,219,271,245,303
23/03/2020,Dept_27,NA,NA,,229,282,257,320
24/03/2020,Dept_27,NA,NA,,238,295,268,332
25/03/2020,Dept_27,NA,NA,,245,304,280,346
26/03/2020,Dept_27,NA,NA,,254,315,295,366
27/03/2020,Dept_27,NA,NA,,268,331,309,385
28/03/2020,Dept_27,NA,NA,,272,336,314,396
29/03/2020,Dept_27,NA,NA,,280,345,325,409
30/03/2020,Dept_27,NA,NA,,290,357,332,419
31/03/2020,Dept_27,NA,NA,,301,371,349,438
01/03/2020,Dept_28,12,13,0.92,9,11,9,10
02/03/2020,Dept_28,26,28,0.93,20,22,20,24
03/03/2020,Dept_28,40,43,0.93,28,32,32,37
04/03/2020,Dept_28,53,56,0.95,37,41,42,49
05/03/2020,Dept_28,60,65,0.92,46,50,52,59
06/03/2020,Dept_28,75,82,0.91,59,64,62,72
07/03/2020,Dept_28,88,96,0.92,68,76,70,83
08/03/2020,Dept_28,95,103,0.92,74,83,78,94
09/03/2020,Dept_28,106,115,0.92,90,100,90,106
10/03/2020,Dept_28,122,131,0.93,97,109,99,118
11/03/2020,Dept_28,132,141,0.94,112,126,108,128
12/03/2020,Dept_28,141,151,0.93,121,136,128,150
13/03/2020,Dept_28,145,155,0.94,132,150,133,156
14/03/2020,Dept_28,158,170,0.93,149,167,142,166
15/03/2020,Dept_28,170,182,0.93,154,175,148,173
16/03/2020,Dept_28,179,191,0.94,163,188,156,181
17/03/2020,Dept_28,193,NA,,172,199,168,195
18/03/2020,Dept_28,203,NA,,184,216,177,205
19/03/2020,Dept_28,212,NA,,195,228,185,214
20/03/2020,Dept_28,225,NA,,203,239,202,233
21/03/2020,Dept_28,NA,NA,,212,248,210,243
22/03/2020,Dept_28,NA,NA,,219,256,227,261
23/03/2020,Dept_28,NA,NA,,231,269,237,273
24/03/2020,Dept_28,NA,NA,,238,278,242,281
25/03/2020,Dept_28,NA,NA,,242,286,252,293
26/03/2020,Dept_28,NA,NA,,250,294,262,305
27/03/2020,Dept_28,NA,NA,,263,309,272,320
28/03/2020,Dept_28,NA,NA,,272,321,276,328
29/03/2020,Dept_28,NA,NA,,281,332,285,341
30/03/2020,Dept_28,NA,NA,,289,343,299,360
31/03/2020,Dept_28,NA,NA,,296,352,314,376
01/03/2020,Dept_29,27,29,0.93,32,35,29,31
02/03/2020,Dept_29,61,65,0.94,62,66,74,79
03/03/2020,Dept_29,91,95,0.96,82,88,125,133
04/03/2020,Dept_29,111,115,0.97,108,117,162,171
05/03/2020,Dept_29,142,148,0.96,129,140,196,206
06/03/2020,Dept_29,174,180,0.97,161,175,229,240
07/03/2020,Dept_29,194,202,0.96,192,208,259,273
08/03/2020,Dept_29,226,235,0.96,225,242,305,321
09/03/2020,Dept_29,258,268,0.96,244,263,329,345
10/03/2020,Dept_29,289,301,0.96,279,298,369,390
11/03/2020,Dept_29,309,323,0.96,307,328,407,430
12/03/2020,Dept_29,332,349,0.95,347,372,448,475
13/03/2020,Dept_29,364,383,0.95,371,397,479,509
14/03/2020,Dept_29,394,414,0.95,401,427,515,548
15/03/2020,Dept_29,419,440,0.95,423,449,544,579
16/03/2020,Dept_29,445,467,0.95,446,475,572,608
17/03/2020,Dept_29,480,NA,,474,505,603,642
18/03/2020,Dept_29,506,NA,,496,527,628,670
19/03/2020,Dept_29,545,NA,,521,554,666,709
20/03/2020,Dept_29,568,NA,,552,585,699,742
21/03/2020,Dept_29,NA,NA,,576,611,737,781
22/03/2020,Dept_29,NA,NA,,603,640,764,809
23/03/2020,Dept_29,NA,NA,,628,665,801,847
24/03/2020,Dept_29,NA,NA,,650,688,827,875
25/03/2020,Dept_29,NA,NA,,683,723,868,918
26/03/2020,Dept_29,NA,NA,,708,749,888,939
27/03/2020,Dept_29,NA,NA,,732,774,921,975
28/03/2020,Dept_29,NA,NA,,768,812,956,1015
29/03/2020,Dept_29,NA,NA,,788,833,981,1045
30/03/2020,Dept_29,NA,NA,,815,860,1015,1079
31/03/2020,Dept_29,NA,NA,,845,890,1051,1117
01/03/2020,Dept_2A,2,3,0.67,2,3,6,7
02/03/2020,Dept_2A,5,7,0.71,6,9,11,13
03/03/2020,Dept_2A,13,15,0.87,8,12,12,15
04/03/2020,Dept_2A,17,20,0.85,12,17,14,18
05/03/2020,Dept_2A,25,29,0.86,20,26,17,24
06/03/2020,Dept_2A,31,36,0.86,29,35,23,34
07/03/2020,Dept_2A,37,42,0.88,30,38,29,40
08/03/2020,Dept_2A,41,46,0.89,34,43,32,45
09/03/2020,Dept_2A,46,51,0.9,35,44,36,49
10/03/2020,Dept_2A,52,57,0.91,39,48,37,52
11/03/2020,Dept_2A,54,61,0.89,44,53,38,55
12/03/2020,Dept_2A,61,68,0.9,45,54,42,61
13/03/2020,Dept_2A,65,73,0.89,47,56,47,66
14/03/2020,Dept_2A,68,76,0.89,52,62,50,69
15/03/2020,Dept_2A,74,82,0.9,53,63,56,76
16/03/2020,Dept_2A,80,88,0.91,57,67,60,81
17/03/2020,Dept_2A,82,NA,,60,70,63,85
18/03/2020,Dept_2A,87,NA,,65,76,66,88
19/03/2020,Dept_2A,96,NA,,66,77,71,93
20/03/2020,Dept_2A,101,NA,,67,78,77,99
21/03/2020,Dept_2A,NA,NA,,69,80,78,100
22/03/2020,Dept_2A,NA,NA,,73,84,81,104
23/03/2020,Dept_2A,NA,NA,,76,87,86,110
24/03/2020,Dept_2A,NA,NA,,80,92,90,116
25/03/2020,Dept_2A,NA,NA,,85,97,94,122
26/03/2020,Dept_2A,NA,NA,,89,101,96,126
27/03/2020,Dept_2A,NA,NA,,92,106,98,128
28/03/2020,Dept_2A,NA,NA,,95,109,101,133
29/03/2020,Dept_2A,NA,NA,,98,112,105,139
30/03/2020,Dept_2A,NA,NA,,101,116,107,142
31/03/2020,Dept_2A,NA,NA,,107,123,110,146
01/03/2020,Dept_2B,2,2,1,5,5,2,5
02/03/2020,Dept_2B,4,4,1,13,13,7,12
03/03/2020,Dept_2B,10,11,0.91,16,18,15,22
04/03/2020,Dept_2B,17,19,0.89,19,23,22,31
05/03/2020,Dept_2B,22,25,0.88,27,32,29,40
06/03/2020,Dept_2B,30,33,0.91,30,37,35,47
07/03/2020,Dept_2B,35,38,0.92,33,41,36,49
08/03/2020,Dept_2B,40,44,0.91,34,42,37,51
09/03/2020,Dept_2B,42,46,0.91,39,47,41,57
10/03/2020,Dept_2B,48,53,0.91,43,52,45,61
11/03/2020,Dept_2B,51,56,0.91,51,61,51,67
12/03/2020,Dept_2B,53,60,0.88,56,66,53,69
13/03/2020,Dept_2B,60,67,0.9,59,70,57,74
14/03/2020,Dept_2B,62,69,0.9,63,75,63,82
15/03/2020,Dept_2B,65,72,0.9,66,80,67,87
16/03/2020,Dept_2B,70,77,0.91,69,83,68,88
17/03/2020,Dept_2B,73,NA,,74,88,72,94
18/03/2020,Dept_2B,76,NA,,78,92,73,95
19/03/2020,Dept_2B,78,NA,,81,97,75,97
20/03/2020,Dept_2B,80,NA,,86,104,82,106
21/03/2020,Dept_2B,NA,NA,,88,107,90,115
22/03/2020,Dept_2B,NA,NA,,90,109,90,116
23/03/2020,Dept_2B,NA,NA,,98,119,93,120
24/03/2020,Dept_2B,NA,NA,,102,123,98,125
25/03/2020,Dept_2B,NA,NA,,108,129,100,127
26/03/2020,Dept_2B,NA,NA,,113,136,103,132
27/03/2020,Dept_2B,NA,NA,,118,141,106,135
28/03/2020,Dept_2B,NA,NA,,121,144,108,138
29/03/2020,Dept_2B,NA,NA,,124,149,113,145
30/03/2020,Dept_2B,NA,NA,,127,153,117,149
31/03/2020,Dept_2B,NA,NA,,127,154,119,152
01/03/2020,Dept_30,29,29,1,17,18,34,36
02/03/2020,Dept_30,47,49,0.96,37,40,56,61
03/03/2020,Dept_30,57,59,0.97,52,55,71,78
04/03/2020,Dept_30,75,78,0.96,71,77,90,98
05/03/2020,Dept_30,96,100,0.96,97,104,115,124
06/03/2020,Dept_30,112,117,0.96,119,127,133,146
07/03/2020,Dept_30,130,135,0.96,145,154,149,167
08/03/2020,Dept_30,149,154,0.97,161,173,167,186
