CY,Week,Ending,Age,NumberOfDeaths,Expected,lowerB,upperB,Excess
2015,23,07.06.2015,0-64,164,166,133,199,
2015,24,14.06.2015,0-64,175,166,133,199,
2015,25,21.06.2015,0-64,166,165,132,198,
2015,26,28.06.2015,0-64,202,165,132,198,202
2015,27,05.07.2015,0-64,179,164,131,197,
2015,28,12.07.2015,0-64,181,163,130,196,
2015,29,19.07.2015,0-64,203,162,129,195,203
2015,30,26.07.2015,0-64,157,161,129,194,
2015,31,02.08.2015,0-64,164,161,128,194,
2015,32,09.08.2015,0-64,180,161,129,194,
2015,33,16.08.2015,0-64,165,162,129,194,
2015,34,23.08.2015,0-64,163,162,130,195,
2015,35,30.08.2015,0-64,176,163,131,196,
2015,36,06.09.2015,0-64,162,164,131,197,
2015,37,13.09.2015,0-64,186,165,132,199,
2015,38,20.09.2015,0-64,169,166,133,199,
2015,39,27.09.2015,0-64,146,166,133,199,
2015,40,04.10.2015,0-64,185,166,133,200,
2015,41,11.10.2015,0-64,159,167,133,200,
2015,42,18.10.2015,0-64,171,167,134,200,
2015,43,25.10.2015,0-64,170,167,133,200,
2015,44,01.11.2015,0-64,177,166,133,200,
2015,45,08.11.2015,0-64,167,167,134,200,
2015,46,15.11.2015,0-64,181,167,134,200,
2015,47,22.11.2015,0-64,178,169,135,202,
2015,48,29.11.2015,0-64,159,171,137,204,
2015,49,06.12.2015,0-64,179,173,139,207,
2015,50,13.12.2015,0-64,180,175,141,209,
2015,51,20.12.2015,0-64,162,177,142,211,
2015,52,27.12.2015,0-64,169,179,144,213,
2015,53,03.01.2016,0-64,165,181,146,215,
2015,1,04.01.2015,65+,1210,1188,1100,1277,
2015,2,11.01.2015,65+,1293,1190,1101,1279,1293
2015,3,18.01.2015,65+,1313,1192,1103,1281,1313
2015,4,25.01.2015,65+,1299,1195,1106,1284,1299
2015,5,01.02.2015,65+,1378,1199,1110,1288,1378
2015,6,08.02.2015,65+,1468,1209,1119,1298,1468
2015,7,15.02.2015,65+,1572,1213,1123,1303,1572
2015,8,22.02.2015,65+,1548,1212,1122,1302,1548
2015,9,01.03.2015,65+,1527,1201,1112,1291,1527
2015,10,08.03.2015,65+,1359,1176,1088,1265,1359
2015,11,15.03.2015,65+,1359,1147,1060,1235,1359
2015,12,22.03.2015,65+,1237,1119,1033,1205,1237
2015,13,29.03.2015,65+,1112,1092,1007,1177,
2015,14,05.04.2015,65+,1104,1071,987,1156,
2015,15,12.04.2015,65+,1059,1058,974,1141,
2015,16,19.04.2015,65+,1106,1045,962,1128,
2015,17,26.04.2015,65+,1043,1032,949,1115,
2015,18,03.05.2015,65+,1105,1019,937,1102,1105
2015,19,10.05.2015,65+,970,1006,924,1088,
2015,20,17.05.2015,65+,957,993,912,1074,
2015,21,24.05.2015,65+,950,981,901,1062,
2015,22,31.05.2015,65+,921,975,894,1055,
2015,23,07.06.2015,65+,994,974,893,1054,
2015,24,14.06.2015,65+,982,975,894,1055,
2015,25,21.06.2015,65+,923,976,896,1057,
2015,26,28.06.2015,65+,983,980,899,1061,
2015,27,05.07.2015,65+,1098,983,902,1063,1098
2015,28,12.07.2015,65+,1157,984,903,1064,1157
2015,29,19.07.2015,65+,1077,981,900,1062,1077
2015,30,26.07.2015,65+,994,977,896,1057,
2015,31,02.08.2015,65+,957,973,893,1054,
2015,32,09.08.2015,65+,1018,972,892,1052,
2015,33,16.08.2015,65+,1015,972,892,1053,
2015,34,23.08.2015,65+,967,978,898,1059,
2015,35,30.08.2015,65+,990,988,907,1069,
2015,36,06.09.2015,65+,980,995,914,1076,
2015,37,13.09.2015,65+,991,999,918,1081,
2015,38,20.09.2015,65+,952,1005,923,1086,
2015,39,27.09.2015,65+,1027,1012,930,1094,
2015,40,04.10.2015,65+,1031,1021,938,1103,
2015,41,11.10.2015,65+,999,1034,951,1116,
2015,42,18.10.2015,65+,1039,1045,962,1128,
2015,43,25.10.2015,65+,1026,1053,970,1137,
2015,44,01.11.2015,65+,1093,1061,977,1145,
2015,45,08.11.2015,65+,994,1073,988,1157,
2015,46,15.11.2015,65+,1007,1084,999,1169,
2015,47,22.11.2015,65+,1066,1101,1016,1187,
2015,48,29.11.2015,65+,1084,1121,1035,1207,
2015,49,06.12.2015,65+,1111,1138,1051,1225,
2015,50,13.12.2015,65+,1034,1149,1062,1237,
2015,51,20.12.2015,65+,1022,1159,1071,1247,
2015,52,27.12.2015,65+,1099,1168,1080,1256,
2015,53,03.01.2016,65+,1126,1177,1089,1266,
2016,1,10.01.2016,0-64,183,181,147,216,
2016,2,17.01.2016,0-64,149,181,146,215,
2016,3,24.01.2016,0-64,183,180,145,214,
2016,4,31.01.2016,0-64,194,179,144,213,
2016,5,07.02.2016,0-64,190,178,144,213,
2016,6,14.02.2016,0-64,187,177,143,212,
2016,7,21.02.2016,0-64,179,177,142,211,
2016,8,28.02.2016,0-64,194,176,142,210,
2016,9,06.03.2016,0-64,181,175,141,209,
2016,10,13.03.2016,0-64,191,174,140,208,
2016,11,20.03.2016,0-64,168,174,140,207,
2016,12,27.03.2016,0-64,183,173,139,207,
2016,13,03.04.2016,0-64,167,172,138,206,
2016,14,10.04.2016,0-64,143,171,138,205,
2016,15,17.04.2016,0-64,159,170,137,204,
2016,16,24.04.2016,0-64,168,170,136,203,
2016,17,01.05.2016,0-64,152,169,135,202,
2016,18,08.05.2016,0-64,169,168,135,201,
2016,19,15.05.2016,0-64,177,167,134,200,
2016,20,22.05.2016,0-64,165,166,133,200,
2016,21,29.05.2016,0-64,146,166,132,199,
2016,22,05.06.2016,0-64,151,165,132,198,
2016,23,12.06.2016,0-64,165,165,132,198,
2016,24,19.06.2016,0-64,173,164,131,197,
2016,25,26.06.2016,0-64,163,164,131,197,
2016,26,03.07.2016,0-64,169,164,131,197,
2016,27,10.07.2016,0-64,154,163,130,196,
2016,28,17.07.2016,0-64,155,163,130,196,
2016,29,24.07.2016,0-64,166,163,130,196,
2016,30,31.07.2016,0-64,160,163,130,196,
2016,31,07.08.2016,0-64,195,163,130,196,
2016,32,14.08.2016,0-64,187,163,130,196,
2016,33,21.08.2016,0-64,151,163,130,196,
2016,34,28.08.2016,0-64,139,163,131,196,
2016,35,04.09.2016,0-64,169,164,131,197,
2016,36,11.09.2016,0-64,182,164,131,197,
2016,37,18.09.2016,0-64,150,164,131,198,
2016,38,25.09.2016,0-64,171,165,132,198,
2016,39,02.10.2016,0-64,172,165,132,198,
2016,40,09.10.2016,0-64,185,165,132,199,
2016,41,16.10.2016,0-64,172,166,133,199,
2016,42,23.10.2016,0-64,163,167,133,200,
2016,43,30.10.2016,0-64,168,167,134,200,
2016,44,06.11.2016,0-64,176,168,134,201,
2016,45,13.11.2016,0-64,172,168,135,202,
2016,46,20.11.2016,0-64,170,169,135,202,
2016,47,27.11.2016,0-64,134,169,136,203,
2016,48,04.12.2016,0-64,179,170,136,203,
2016,49,11.12.2016,0-64,159,170,137,204,
2016,50,18.12.2016,0-64,163,171,137,205,
2016,51,25.12.2016,0-64,187,171,138,205,
2016,52,01.01.2017,0-64,168,172,138,206,
2016,1,10.01.2016,65+,1146,1237,1147,1328,
2016,2,17.01.2016,65+,1090,1236,1146,1327,
2016,3,24.01.2016,65+,1134,1236,1145,1326,
2016,4,31.01.2016,65+,1151,1235,1145,1326,
2016,5,07.02.2016,65+,1138,1234,1143,1324,
2016,6,14.02.2016,65+,1145,1233,1142,1323,
2016,7,21.02.2016,65+,1124,1231,1141,1322,
2016,8,28.02.2016,65+,1181,1223,1133,1313,
2016,9,06.03.2016,65+,1137,1215,1126,1305,
2016,10,13.03.2016,65+,1151,1200,1111,1289,
2016,11,20.03.2016,65+,1102,1184,1096,1273,
2016,12,27.03.2016,65+,1100,1163,1076,1251,
2016,13,03.04.2016,65+,1093,1143,1055,1230,
2016,14,10.04.2016,65+,1091,1123,1037,1209,
2016,15,17.04.2016,65+,1059,1106,1020,1191,
2016,16,24.04.2016,65+,962,1088,1003,1173,
2016,17,01.05.2016,65+,1013,1073,988,1157,
2016,18,08.05.2016,65+,987,1057,973,1141,
2016,19,15.05.2016,65+,964,1045,961,1128,
2016,20,22.05.2016,65+,1003,1032,949,1115,
2016,21,29.05.2016,65+,1071,1024,941,1106,
2016,22,05.06.2016,65+,989,1019,936,1101,
2016,23,12.06.2016,65+,928,1013,931,1095,
2016,24,19.06.2016,65+,929,1011,929,1093,
2016,25,26.06.2016,65+,1057,1012,930,1094,
2016,26,03.07.2016,65+,990,1012,930,1094,
2016,27,10.07.2016,65+,928,1015,932,1097,
2016,28,17.07.2016,65+,985,1014,932,1096,
2016,29,24.07.2016,65+,1053,1013,931,1095,
2016,30,31.07.2016,65+,999,1014,932,1096,
2016,31,07.08.2016,65+,902,1014,932,1096,
2016,32,14.08.2016,65+,959,1015,933,1097,
2016,33,21.08.2016,65+,1006,1016,934,1098,
2016,34,28.08.2016,65+,979,1018,936,1100,
2016,35,04.09.2016,65+,958,1022,940,1104,
2016,36,11.09.2016,65+,987,1027,944,1109,
2016,37,18.09.2016,65+,943,1034,951,1117,
2016,38,25.09.2016,65+,998,1042,959,1125,
2016,39,02.10.2016,65+,1024,1051,967,1134,
2016,40,09.10.2016,65+,1082,1060,976,1144,
2016,41,16.10.2016,65+,1085,1069,985,1153,
2016,42,23.10.2016,65+,1109,1078,993,1162,
2016,43,30.10.2016,65+,1054,1088,1003,1173,
2016,44,06.11.2016,65+,1124,1098,1012,1183,
2016,45,13.11.2016,65+,1108,1109,1023,1195,
2016,46,20.11.2016,65+,1176,1121,1034,1207,
2016,47,27.11.2016,65+,1050,1133,1046,1219,
2016,48,04.12.2016,65+,1144,1146,1059,1233,
2016,49,11.12.2016,65+,1125,1159,1071,1247,
2016,50,18.12.2016,65+,1129,1172,1084,1261,
2016,51,25.12.2016,65+,1247,1186,1097,1274,
2016,52,01.01.2017,65+,1404,1199,1110,1288,1404
2017,1,08.01.2017,0-64,170,176,142,210,
2017,2,15.01.2017,0-64,181,176,142,210,
2017,3,22.01.2017,0-64,189,176,142,211,
2017,4,29.01.2017,0-64,170,177,142,211,
2017,5,05.02.2017,0-64,181,177,142,211,
2017,6,12.02.2017,0-64,180,177,142,211,
2017,7,19.02.2017,0-64,174,176,142,211,
2017,8,26.02.2017,0-64,176,176,142,210,
2017,9,05.03.2017,0-64,171,175,141,210,
2017,10,12.03.2017,0-64,194,174,140,208,
2017,11,19.03.2017,0-64,169,172,139,206,
2017,12,26.03.2017,0-64,174,171,137,204,
2017,13,02.04.2017,0-64,169,169,135,202,
2017,14,09.04.2017,0-64,169,167,134,200,
2017,15,16.04.2017,0-64,163,166,133,199,
2017,16,23.04.2017,0-64,159,165,132,198,
2017,17,30.04.2017,0-64,159,164,131,197,
2017,18,07.05.2017,0-64,162,163,130,196,
2017,19,14.05.2017,0-64,164,162,130,195,
2017,20,21.05.2017,0-64,169,162,129,195,
2017,21,28.05.2017,0-64,159,162,129,194,
2017,22,04.06.2017,0-64,159,162,129,194,
2017,23,11.06.2017,0-64,175,162,129,194,
2017,24,18.06.2017,0-64,149,162,129,194,
2017,25,25.06.2017,0-64,154,161,129,194,
2017,26,02.07.2017,0-64,166,161,128,194,
2017,27,09.07.2017,0-64,146,161,128,194,
2017,28,16.07.2017,0-64,150,161,128,194,
2017,29,23.07.2017,0-64,167,161,128,194,
2017,30,30.07.2017,0-64,153,161,128,193,
2017,31,06.08.2017,0-64,170,161,128,193,
2017,32,13.08.2017,0-64,141,161,128,193,
2017,33,20.08.2017,0-64,139,161,128,193,
2017,34,27.08.2017,0-64,201,161,128,194,201
2017,35,03.09.2017,0-64,166,161,129,194,
2017,36,10.09.2017,0-64,177,162,129,195,
2017,37,17.09.2017,0-64,184,162,129,195,
2017,38,24.09.2017,0-64,186,163,130,195,
2017,39,01.10.2017,0-64,166,163,130,196,
2017,40,08.10.2017,0-64,171,163,130,196,
2017,41,15.10.2017,0-64,170,163,130,196,
2017,42,22.10.2017,0-64,165,164,131,196,
2017,43,29.10.2017,0-64,151,164,131,197,
2017,44,05.11.2017,0-64,176,164,131,197,
2017,45,12.11.2017,0-64,198,164,131,197,198
2017,46,19.11.2017,0-64,180,165,132,198,
2017,47,26.11.2017,0-64,161,166,133,199,
2017,48,03.12.2017,0-64,188,167,134,200,
2017,49,10.12.2017,0-64,166,168,135,201,
2017,50,17.12.2017,0-64,164,169,136,203,
2017,51,24.12.2017,0-64,156,170,137,204,
2017,52,31.12.2017,0-64,171,171,138,205,
2017,1,08.01.2017,65+,1499,1228,1138,1318,1499
2017,2,15.01.2017,65+,1537,1228,1138,1319,1537
2017,3,22.01.2017,65+,1549,1229,1138,1319,1549
2017,4,29.01.2017,65+,1472,1229,1139,1319,1472
2017,5,05.02.2017,65+,1377,1229,1138,1319,1377
2017,6,12.02.2017,65+,1405,1228,1138,1319,1405
2017,7,19.02.2017,65+,1222,1228,1138,1318,
2017,8,26.02.2017,65+,1199,1220,1130,1310,
2017,9,05.03.2017,65+,1204,1213,1123,1302,
2017,10,12.03.2017,65+,1136,1199,1110,1288,
2017,11,19.03.2017,65+,1070,1185,1096,1274,
2017,12,26.03.2017,65+,1061,1165,1077,1253,
2017,13,02.04.2017,65+,1002,1146,1058,1233,
2017,14,09.04.2017,65+,1055,1125,1039,1212,
2017,15,16.04.2017,65+,1022,1107,1021,1193,
2017,16,23.04.2017,65+,1005,1089,1004,1174,
2017,17,30.04.2017,65+,1052,1072,988,1156,
2017,18,07.05.2017,65+,1035,1055,972,1139,
2017,19,14.05.2017,65+,1023,1041,958,1124,
2017,20,21.05.2017,65+,1029,1027,944,1109,
2017,21,28.05.2017,65+,1012,1017,935,1099,
2017,22,04.06.2017,65+,951,1011,929,1093,
2017,23,11.06.2017,65+,920,1005,924,1087,
2017,24,18.06.2017,65+,960,1002,921,1084,
2017,25,25.06.2017,65+,1028,1002,921,1084,
2017,26,02.07.2017,65+,991,1002,920,1083,
2017,27,09.07.2017,65+,993,1004,922,1086,
2017,28,16.07.2017,65+,922,1004,923,1086,
2017,29,23.07.2017,65+,968,1005,923,1087,
2017,30,30.07.2017,65+,947,1006,924,1088,
2017,31,06.08.2017,65+,1011,1007,925,1089,
2017,32,13.08.2017,65+,944,1009,927,1090,
2017,33,20.08.2017,65+,972,1011,929,1092,
2017,34,27.08.2017,65+,990,1012,931,1094,
2017,35,03.09.2017,65+,984,1018,936,1100,
2017,36,10.09.2017,65+,960,1023,941,1106,
2017,37,17.09.2017,65+,989,1031,949,1114,
2017,38,24.09.2017,65+,1072,1040,957,1123,
2017,39,01.10.2017,65+,1059,1049,966,1132,
2017,40,08.10.2017,65+,1104,1060,976,1143,
2017,41,15.10.2017,65+,1087,1069,985,1153,
2017,42,22.10.2017,65+,1023,1078,993,1162,
2017,43,29.10.2017,65+,1050,1086,1001,1171,
2017,44,05.11.2017,65+,967,1094,1009,1179,
2017,45,12.11.2017,65+,1100,1104,1019,1190,
2017,46,19.11.2017,65+,1055,1114,1028,1200,
2017,47,26.11.2017,65+,1139,1126,1039,1212,
2017,48,03.12.2017,65+,1177,1140,1053,1227,
2017,49,10.12.2017,65+,1196,1154,1066,1241,
2017,50,17.12.2017,65+,1165,1168,1080,1256,
2017,51,24.12.2017,65+,1270,1182,1094,1271,
2017,52,31.12.2017,65+,1159,1197,1107,1286,
2018,1,07.01.2018,0-64,179,174,140,208,
2018,2,14.01.2018,0-64,174,175,141,209,
2018,3,21.01.2018,0-64,187,176,141,210,
2018,4,28.01.2018,0-64,189,176,142,210,
2018,5,04.02.2018,0-64,152,177,142,211,
2018,6,11.02.2018,0-64,191,177,143,211,
2018,7,18.02.2018,0-64,195,177,143,211,
2018,8,25.02.2018,0-64,190,176,142,210,
2018,9,04.03.2018,0-64,213,175,141,209,213
2018,10,11.03.2018,0-64,202,173,139,207,
2018,11,18.03.2018,0-64,175,171,137,205,
2018,12,25.03.2018,0-64,160,168,135,202,
2018,13,01.04.2018,0-64,171,166,133,199,
2018,14,08.04.2018,0-64,171,163,131,196,
2018,15,15.04.2018,0-64,170,162,129,195,
2018,16,22.04.2018,0-64,182,160,128,193,
2018,17,29.04.2018,0-64,163,160,127,192,
2018,18,06.05.2018,0-64,151,159,126,191,
2018,19,13.05.2018,0-64,162,159,126,191,
2018,20,20.05.2018,0-64,167,159,126,191,
2018,21,27.05.2018,0-64,172,159,126,191,
2018,22,03.06.2018,0-64,156,159,127,192,
2018,23,10.06.2018,0-64,171,160,127,192,
2018,24,17.06.2018,0-64,149,160,127,193,
2018,25,24.06.2018,0-64,174,160,127,192,
2018,26,01.07.2018,0-64,150,160,127,192,
2018,27,08.07.2018,0-64,155,160,127,192,
2018,28,15.07.2018,0-64,146,160,127,192,
2018,29,22.07.2018,0-64,159,160,127,192,
2018,30,29.07.2018,0-64,170,159,127,192,
2018,31,05.08.2018,0-64,188,159,126,191,
2018,32,12.08.2018,0-64,153,159,127,192,
2018,33,19.08.2018,0-64,162,159,127,192,
2018,34,26.08.2018,0-64,152,160,127,193,
2018,35,02.09.2018,0-64,168,161,128,193,
2018,36,09.09.2018,0-64,177,161,129,194,
2018,37,16.09.2018,0-64,159,162,129,195,
2018,38,23.09.2018,0-64,172,162,129,195,
2018,39,30.09.2018,0-64,166,162,130,195,
2018,40,07.10.2018,0-64,171,163,130,195,
2018,41,14.10.2018,0-64,162,163,130,196,
2018,42,21.10.2018,0-64,149,163,130,196,
2018,43,28.10.2018,0-64,134,163,130,196,
2018,44,04.11.2018,0-64,149,163,130,196,
2018,45,11.11.2018,0-64,169,163,130,196,
2018,46,18.11.2018,0-64,186,163,130,196,
2018,47,25.11.2018,0-64,164,164,131,197,
2018,48,02.12.2018,0-64,181,165,132,198,
2018,49,09.12.2018,0-64,198,166,133,199,
2018,50,16.12.2018,0-64,161,166,133,200,
2018,51,23.12.2018,0-64,177,167,134,200,
2018,52,30.12.2018,0-64,154,168,135,201,
2018,1,07.01.2018,65+,1355,1251,1160,1342,1355
2018,2,14.01.2018,65+,1352,1251,1160,1342,1352
2018,3,21.01.2018,65+,1300,1250,1159,1341,
2018,4,28.01.2018,65+,1189,1250,1159,1341,
2018,5,04.02.2018,65+,1231,1248,1157,1339,
2018,6,11.02.2018,65+,1241,1247,1156,1338,
2018,7,18.02.2018,65+,1254,1245,1154,1336,
2018,8,25.02.2018,65+,1275,1235,1144,1325,
2018,9,04.03.2018,65+,1412,1225,1135,1315,1412
2018,10,11.03.2018,65+,1322,1209,1119,1298,1322
2018,11,18.03.2018,65+,1302,1192,1103,1281,1302
2018,12,25.03.2018,65+,1211,1172,1083,1260,
2018,13,01.04.2018,65+,1168,1151,1064,1238,
2018,14,08.04.2018,65+,1163,1131,1045,1218,
2018,15,15.04.2018,65+,1118,1114,1028,1200,
2018,16,22.04.2018,65+,1033,1096,1011,1181,
2018,17,29.04.2018,65+,967,1079,995,1164,
2018,18,06.05.2018,65+,1064,1063,979,1147,
2018,19,13.05.2018,65+,1022,1048,965,1132,
2018,20,20.05.2018,65+,932,1034,951,1117,
2018,21,27.05.2018,65+,1044,1024,942,1106,
2018,22,03.06.2018,65+,989,1018,936,1100,
2018,23,10.06.2018,65+,984,1012,930,1094,
2018,24,17.06.2018,65+,962,1008,926,1090,
2018,25,24.06.2018,65+,938,1008,927,1090,
2018,26,01.07.2018,65+,1018,1009,927,1090,
2018,27,08.07.2018,65+,973,1011,929,1093,
2018,28,15.07.2018,65+,918,1012,930,1094,
2018,29,22.07.2018,65+,1045,1013,931,1095,
2018,30,29.07.2018,65+,1029,1014,932,1096,
2018,31,05.08.2018,65+,1056,1016,934,1098,
2018,32,12.08.2018,65+,1053,1018,936,1100,
2018,33,19.08.2018,65+,1006,1020,938,1102,
2018,34,26.08.2018,65+,985,1022,939,1104,
2018,35,02.09.2018,65+,1024,1028,945,1110,
2018,36,09.09.2018,65+,986,1034,951,1117,
2018,37,16.09.2018,65+,1052,1043,960,1126,
2018,38,23.09.2018,65+,989,1052,969,1136,
2018,39,30.09.2018,65+,1021,1061,977,1145,
2018,40,07.10.2018,65+,1042,1072,988,1156,
2018,41,14.10.2018,65+,1046,1081,996,1165,
2018,42,21.10.2018,65+,1050,1089,1004,1174,
2018,43,28.10.2018,65+,1083,1096,1011,1181,
2018,44,04.11.2018,65+,1106,1103,1017,1188,
2018,45,11.11.2018,65+,1084,1113,1027,1198,
2018,46,18.11.2018,65+,1037,1122,1036,1209,
2018,47,25.11.2018,65+,1103,1133,1047,1220,
2018,48,02.12.2018,65+,1125,1146,1059,1233,
2018,49,09.12.2018,65+,1172,1159,1071,1246,
2018,50,16.12.2018,65+,1166,1172,1083,1260,
2018,51,23.12.2018,65+,1122,1185,1096,1273,
2018,52,30.12.2018,65+,1152,1198,1108,1287,
2019,1,06.01.2019,0-64,156,174,140,208,
2019,2,13.01.2019,0-64,171,174,140,208,
2019,3,20.01.2019,0-64,177,175,141,209,
2019,4,27.01.2019,0-64,172,176,142,210,
2019,5,03.02.2019,0-64,170,176,142,210,
2019,6,10.02.2019,0-64,162,177,142,211,
2019,7,17.02.2019,0-64,175,177,143,211,
2019,8,24.02.2019,0-64,159,176,142,210,
2019,9,03.03.2019,0-64,184,174,140,208,
2019,10,10.03.2019,0-64,178,172,138,206,
2019,11,17.03.2019,0-64,147,170,136,204,
2019,12,24.03.2019,0-64,180,167,134,201,
2019,13,31.03.2019,0-64,182,165,132,198,
2019,14,07.04.2019,0-64,175,162,129,195,
2019,15,14.04.2019,0-64,143,161,128,194,
2019,16,21.04.2019,0-64,172,159,127,192,
2019,17,28.04.2019,0-64,151,159,126,191,
2019,18,05.05.2019,0-64,146,158,126,191,
2019,19,12.05.2019,0-64,197,158,126,191,197
2019,20,19.05.2019,0-64,164,158,126,191,
2019,21,26.05.2019,0-64,180,159,126,191,
2019,22,02.06.2019,0-64,158,159,127,192,
2019,23,09.06.2019,0-64,154,160,127,192,
2019,24,16.06.2019,0-64,177,160,127,192,
2019,25,23.06.2019,0-64,179,159,127,192,
2019,26,30.06.2019,0-64,161,159,127,191,
2019,27,07.07.2019,0-64,177,159,126,191,
2019,28,14.07.2019,0-64,166,159,126,191,
2019,29,21.07.2019,0-64,163,159,126,191,
2019,30,28.07.2019,0-64,138,158,126,191,
2019,31,04.08.2019,0-64,147,158,126,190,
2019,32,11.08.2019,0-64,154,158,126,191,
2019,33,18.08.2019,0-64,148,158,126,191,
2019,34,25.08.2019,0-64,167,159,126,191,
2019,35,01.09.2019,0-64,137,160,127,192,
2019,36,08.09.2019,0-64,141,160,128,193,
2019,37,15.09.2019,0-64,164,161,128,193,
2019,38,22.09.2019,0-64,174,161,128,194,
2019,39,29.09.2019,0-64,163,161,128,194,
2019,40,06.10.2019,0-64,166,161,129,194,
2019,41,13.10.2019,0-64,176,162,129,194,
2019,42,20.10.2019,0-64,174,162,129,195,
2019,43,27.10.2019,0-64,160,162,130,195,
2019,44,03.11.2019,0-64,152,163,130,195,
2019,45,10.11.2019,0-64,130,163,130,196,
2019,46,17.11.2019,0-64,155,164,131,197,
2019,47,24.11.2019,0-64,156,165,132,198,
2019,48,01.12.2019,0-64,171,165,132,199,
2019,49,08.12.2019,0-64,138,166,133,199,
2019,50,15.12.2019,0-64,163,167,133,200,
2019,51,22.12.2019,0-64,175,167,134,201,
2019,52,29.12.2019,0-64,147,168,135,201,
2019,1,06.01.2019,65+,1174,1247,1156,1338,
2019,2,13.01.2019,65+,1199,1253,1162,1344,
2019,3,20.01.2019,65+,1170,1258,1167,1349,
2019,4,27.01.2019,65+,1219,1263,1172,1355,
2019,5,03.02.2019,65+,1255,1267,1176,1359,
2019,6,10.02.2019,65+,1308,1272,1180,1363,
2019,7,17.02.2019,65+,1373,1268,1177,1360,1373
2019,8,24.02.2019,65+,1354,1255,1163,1346,1354
2019,9,03.03.2019,65+,1334,1241,1150,1332,1334
2019,10,10.03.2019,65+,1269,1219,1129,1309,
2019,11,17.03.2019,65+,1223,1196,1107,1285,
2019,12,24.03.2019,65+,1159,1173,1085,1262,
2019,13,31.03.2019,65+,1124,1150,1063,1238,
2019,14,07.04.2019,65+,1199,1130,1043,1216,
2019,15,14.04.2019,65+,1070,1111,1026,1197,
2019,16,21.04.2019,65+,1121,1093,1008,1179,
2019,17,28.04.2019,65+,1076,1076,991,1160,
2019,18,05.05.2019,65+,1103,1058,974,1142,
2019,19,12.05.2019,65+,1060,1044,961,1128,
2019,20,19.05.2019,65+,1038,1030,948,1113,
2019,21,26.05.2019,65+,1080,1021,938,1103,
2019,22,02.06.2019,65+,1073,1015,933,1097,
2019,23,09.06.2019,65+,1077,1009,927,1091,
2019,24,16.06.2019,65+,984,1007,925,1089,
2019,25,23.06.2019,65+,1020,1009,927,1091,
2019,26,30.06.2019,65+,1069,1010,929,1092,
2019,27,07.07.2019,65+,1071,1016,934,1098,
2019,28,14.07.2019,65+,1052,1017,935,1099,
2019,29,21.07.2019,65+,1033,1019,937,1101,
2019,30,28.07.2019,65+,1101,1020,938,1102,
2019,31,04.08.2019,65+,972,1021,939,1103,
2019,32,11.08.2019,65+,971,1021,939,1104,
2019,33,18.08.2019,65+,988,1022,939,1104,
2019,34,25.08.2019,65+,1069,1023,940,1105,
2019,35,01.09.2019,65+,1001,1030,947,1113,
2019,36,08.09.2019,65+,1018,1037,954,1120,
2019,37,15.09.2019,65+,1066,1046,963,1129,
2019,38,22.09.2019,65+,1100,1055,972,1139,
2019,39,29.09.2019,65+,1062,1065,981,1149,
2019,40,06.10.2019,65+,1050,1076,991,1160,
2019,41,13.10.2019,65+,1088,1085,1000,1170,
2019,42,20.10.2019,65+,1108,1094,1009,1179,
2019,43,27.10.2019,65+,1133,1099,1013,1184,
2019,44,03.11.2019,65+,1060,1103,1018,1189,
2019,45,10.11.2019,65+,1118,1113,1027,1199,
2019,46,17.11.2019,65+,1192,1123,1037,1209,
2019,47,24.11.2019,65+,1168,1133,1047,1220,
2019,48,01.12.2019,65+,1183,1146,1058,1233,
2019,49,08.12.2019,65+,1057,1158,1070,1245,
2019,50,15.12.2019,65+,1189,1170,1082,1258,
2019,51,22.12.2019,65+,1200,1181,1093,1270,
2019,52,29.12.2019,65+,1157,1193,1104,1281,
